R1_input,R2_input,R1_top,R2_top,R1_bot,R2_bot
crRNA1551:3940-3962,505.078098349013,592.811573850861,644.912821359506,744.432439836313,551.258716872709,415.814417925575
crRNA1552:3942-3964,522.08457095038,492.104046794969,565.555975325682,549.084601772513,477.608566921876,535.618364972414
crRNA1553:3944-3966,475.230586143577,540.125567571113,505.089826862832,438.228966924335,497.684391978562,550.799275046311
crRNA1554:3946-3968,715.295148479094,605.673026738193,551.236840564762,647.294370756576,785.720765483014,641.61600266264
crRNA1555:3948-3970,616.854324797582,616.493492380802,575.985732653602,567.145661929279,629.092181474352,653.793048697519
crRNA1556:3950-3972,434.70396472218,445.74612413216,517.289755844092,474.079162797706,545.021067818324,545.90301226476
crRNA1557:3952-3974,576.497637853566,663.064274625117,511.807760618194,602.750229934595,741.042355377416,537.506356971599
crRNA1558:3954-3976,882.609345877669,957.172321136234,1039.03364545673,909.780151654602,942.47517875696,993.463575662855
crRNA1559:3956-3978,541.92636244541,607.238910708923,681.662474057126,669.633088285362,686.00222459071,561.107687565803
crRNA1560:3958-3980,446.646042418099,425.202378904055,457.453601005719,546.726203186922,390.743535829391,355.985265473956
crRNA1561:3960-3982,606.470467843449,575.673349368637,564.468355853776,528.34484017115,614.718485179608,721.250817477692
crRNA1562:3962-3984,964.728648596163,936.874379397571,905.308618224517,948.097232073132,877.951184288465,843.90576677327
crRNA1563:3964-3986,651.301151436313,593.212484561012,658.104074139804,701.159794353924,611.562941691328,607.494999582472
crRNA1564:3966-3988,462.128473918478,454.764575592862,455.850735005852,560.746707584974,385.983927596204,347.880038000418
crRNA1565:3968-3990,428.57442047114,452.571429819249,425.455013351721,468.768224168149,459.465838396972,416.414816590006
crRNA1566:3970-3992,532.807633731442,546.433626270331,499.991862296375,577.486279321696,531.836116836754,553.981375473117
crRNA1567:3972-3994,614.209559975456,561.585643597909,540.643132060727,639.855529135381,564.763077554254,568.040503061566
crRNA1568:3974-3996,414.755101318425,388.22417489793,364.420005146126,296.034542130102,416.92767063012,459.7194841899
crRNA1569:3976-3998,595.729872488599,615.552996565591,605.904743377908,522.27888318676,500.404694764904,579.895139989588
crRNA1570:3978-4000,352.715352231576,319.460163480845,326.065332250587,314.244959825406,382.117607575898,355.208975058552
crRNA1571:3980-4002,428.764325731326,459.776282260503,532.357476826969,486.596238330945,467.572621174152,522.122040291378
crRNA1572:3982-4004,448.35181027218,411.743292861735,351.679536131623,459.767325241224,415.128459607148,367.804750608232
crRNA1573:3984-4006,518.151333505032,430.041270422807,516.386601337457,447.293501104665,421.498106297249,570.775518457778
crRNA1574:3986-4008,298.566328288654,287.012886442973,285.302724232974,262.835728152685,332.414247182577,345.597283567918
crRNA1575:3988-4010,488.630146422851,472.297256622581,449.226452785316,447.948052937275,423.769104259795,398.456483217992
crRNA1576:3990-4012,313.769954609594,217.531232998746,288.537295883691,300.162543404576,254.697047983596,291.52870705711
crRNA1577:3992-4014,184.817873012394,174.76961315793,195.723478167336,140.465597805417,143.626246613833,175.680587464692
crRNA1578:3994-4016,217.093705728122,199.250429994496,254.435352750348,253.886219435922,255.460360295948,271.747082333709
crRNA1579:3996-4018,258.338622453523,261.370813460315,332.876148220558,284.899918207755,275.175872326437,304.873011359018
crRNA1580:3998-4020,151.421362346074,117.746707271667,110.047756710576,125.856727823195,136.994022809102,142.166107393222
crRNA1581:4000-4022,137.132794240583,129.294663860294,116.368477064576,123.448084050515,116.518620423206,149.386043590426
crRNA1582:4002-4024,186.593460283188,187.766310471774,196.621833147804,232.635327721991,227.577806095003,221.271368364701
crRNA1583:4004-4026,415.966244533565,471.530691564835,483.043554253976,404.963799171701,453.577926665985,459.234723576182
crRNA1584:4006-4028,451.072647607883,508.673677788253,465.926835655247,403.312515891157,518.935464390774,513.26126132967
crRNA1585:4008-4030,306.310827731916,252.085250463147,269.825395785538,266.098149111591,279.094045157844,257.205961555151
crRNA1586:4010-4032,291.692249426667,329.01238404297,316.852516664229,287.954360512829,362.83129808667,324.561620008948
crRNA1587:4012-4034,510.692408894053,472.316542274334,478.283849462427,504.073568417267,484.107001260986,469.016729935987
crRNA1588:4014-4036,316.249598660547,320.382116393695,262.155822394162,306.815607232151,452.344974294212,318.636377862222
crRNA1589:4016-4038,402.631940422369,362.713524534297,370.210743829985,342.411619782468,374.605950187186,368.7402874268
crRNA1590:4018-4040,367.684723976206,327.238353395151,426.263476933893,416.692652688982,376.219271348701,403.184679892954
crRNA1591:4020-4042,631.584334618397,598.523284092142,599.903129814902,616.435638041106,528.044835987441,530.664006830653
crRNA1592:4022-4044,529.519693940717,547.544994318386,564.458321656939,597.681592346472,494.937728455436,438.307009469883
crRNA1593:4024-4046,582.963046388089,592.918363067534,527.248666162853,580.364643036391,478.172584168636,545.54856288999
crRNA1594:4026-4048,440.811358059769,450.222318640806,492.194917725411,457.185435806274,447.705555556556,461.196048765422
crRNA1595:4028-4050,596.135669806553,543.141078867622,564.311815791573,557.916558925625,533.839543143772,548.637109561054
crRNA1596:4030-4052,547.536508912142,585.870869650676,624.422372085266,593.10665430017,601.619412706407,596.808367274553
crRNA1597:4032-4054,627.704178119369,717.829539898343,613.173087410289,587.661566579333,691.154874881653,610.675888154331
crRNA1598:4034-4056,466.820611284574,405.503301393731,385.756990054398,435.778793338337,467.339286359861,457.381239038106
crRNA1599:4036-4058,677.20537808911,679.707129623735,594.536456146245,720.162142693562,634.434925942907,558.579142461422
crRNA1600:4038-4060,450.677500716976,440.870031317064,557.056700934178,570.076395861297,340.000206934309,320.371696078807
crRNA1601:4040-4062,678.418524002658,640.349145833663,620.292165878049,650.047885219994,632.510478001915,616.498188993549
crRNA1602:4042-4064,528.598741410744,622.09354363461,509.236054448438,490.003305357154,622.602391408014,586.297599457612
crRNA1603:4044-4066,398.251986304713,340.650451962337,330.371347770979,374.717642326912,413.696820254723,372.033220778189
crRNA1604:4046-4068,391.233297000461,357.901553065867,433.417955861323,404.266431145759,381.505675904634,363.485799697349
crRNA1605:4048-4070,586.247221344251,472.285198174237,501.421467946656,552.018198313352,455.975917363226,409.748253092587
crRNA1606:4050-4072,436.83301470841,417.02116344445,451.019149437694,421.973264675499,427.747406646802,434.217208016315
crRNA1607:4052-4074,593.361191428772,642.407088746336,712.088429879013,844.073692780348,675.783958713053,607.859660142872
crRNA1608:4054-4076,489.02398805789,476.512524719411,484.659633066228,552.786363760234,368.488243064971,355.07455462253
crRNA1609:4056-4078,356.163441390046,386.225594908936,347.746259311564,387.792868157412,453.3335772327,344.244728964055
crRNA1610:4094-4116,245.40232227967,223.758342310904,267.246831632949,272.249134647115,240.247143646526,289.177345011481
crRNA1611:4096-4118,208.83906462254,210.968904857145,182.172761548691,182.002094376207,215.794610394775,244.527403287225
crRNA1612:4117-4139,569.124303341822,497.63104970514,506.61435105225,554.137300269599,474.682002770136,578.701789458756
crRNA1613:4119-4141,760.559410800588,683.263955309208,740.019493750347,679.519312350844,641.940816144704,843.229635712351
crRNA1614:4121-4143,657.71833544694,512.506740062557,540.116381357484,582.819266570659,590.221830276805,605.733914498316
crRNA1615:4123-4145,427.561452942738,372.962743629323,351.928468516851,376.467344610992,408.101953280085,424.289538813086
crRNA1616:4125-4147,497.635416744277,461.765871857708,428.282706356844,485.50414530878,526.409623141517,456.674826410639
crRNA1617:4127-4149,514.700494141367,593.007971851795,615.893682072549,549.293746357667,629.768443319565,611.33319832284
crRNA1618:4129-4151,550.966601542159,693.915787740117,620.21484865942,618.784980459136,626.858814721347,558.716971967474
crRNA1619:4131-4153,512.850979149338,500.564467100079,599.545448942881,642.512208367896,431.667559165275,419.735299290557
crRNA1620:4133-4155,397.959987473456,403.575361324036,373.742136733788,336.13292044824,415.844368589569,417.905081890891
crRNA1621:4135-4157,433.215220373997,516.551705236505,464.887454288319,459.60329981446,421.273047591925,449.902005182952
crRNA1622:4137-4159,507.274939743955,574.33471939784,688.804713853389,777.960429685424,426.59400179198,330.446001875774
crRNA1623:4139-4161,489.968641097736,498.544521431554,738.592999731472,745.151383882669,274.458026797322,260.635572155775
crRNA1624:4141-4163,571.994971421442,563.031220107141,696.578843554558,779.678067271961,334.96919483084,276.56034293831
crRNA1625:4143-4165,441.658102186856,402.036501866088,429.236588209327,511.557373034964,441.410547997077,437.690608669962
crRNA1626:4145-4167,427.237730279757,465.671634148521,366.0924115093,394.849117144104,428.848297360133,392.086985763461
crRNA1627:4147-4169,542.904127070334,550.461716447475,570.043693337583,474.390175397498,576.08098221114,684.91224104775
crRNA1628:4149-4171,418.488142432772,462.362801180984,477.759331756297,446.378864958393,475.867067437453,451.155973649163
crRNA1629:4151-4173,535.224772123301,564.959558385508,517.004047453882,539.438306275052,560.585818999605,521.334876430554
crRNA1630:4153-4175,469.157884855657,499.55043292698,428.310865812425,450.013505680308,481.696419655527,468.907787378258
crRNA1631:4155-4177,312.096619716911,312.356099609313,244.370187606602,252.385194130563,301.033055170032,307.343742209309
crRNA1632:4157-4179,184.724551276834,128.771549088798,130.282702875333,142.586708421558,139.812426034878,173.554280493797
crRNA1633:4159-4181,204.07909257935,182.087149737045,209.499199096021,169.910112193132,193.656526741389,194.874127149977
crRNA1634:4161-4183,329.324697063658,273.098041089888,259.623954566621,201.416866018005,234.257491851164,291.602627011482
crRNA1635:4163-4185,242.886365886275,233.262155188221,270.296743708124,251.1782436908,255.856920089232,267.711238069312
crRNA1636:4165-4187,338.285504365612,278.261330322731,313.248797675425,306.32304819933,307.924480158448,330.851393805838
crRNA1638:4169-4191,203.390535332101,154.389608462719,159.765192364744,168.555174047244,145.605399204473,201.495188713715
crRNA1639:4171-4193,127.560340555105,112.131350057808,114.413491072418,95.1675039158693,96.0704985972047,110.449362759841
crRNA1640:4173-4195,262.98196225805,251.678396741364,291.041288742745,262.870717847247,243.618381220907,290.034082706709
crRNA1641:4175-4197,506.62387947761,492.475929508323,584.408560001782,559.396656836873,540.579381693438,565.982584989292
crRNA1642:4177-4199,784.314969242062,667.143005231108,731.238711201711,777.572110351883,698.736093995644,764.491990174165
crRNA1643:4179-4201,538.088494501002,582.712554650577,641.160640252364,636.725093384065,633.37230055026,587.73050794225
crRNA1644:4181-4203,350.69753210826,437.209269704582,383.540175526931,280.668603206795,606.526040648579,469.995925259344
crRNA1645:4183-4205,586.141356209661,555.115125741845,551.312603549599,481.509647940766,465.416525872417,539.973121814498
crRNA1646:4185-4207,504.730908277139,488.044242319808,472.516020763236,396.110427273883,425.068792317304,519.456823005496
crRNA1647:4187-4209,273.873196441781,283.290761155999,323.343494936863,219.636564379806,249.584245331507,336.583816977461
crRNA1648:4189-4211,331.946702804805,376.373385832418,444.43724362896,337.458636824539,322.518167763137,405.47729433687
crRNA1649:4191-4213,479.937503329757,428.280479434755,368.595446539784,477.565062046031,438.12790622502,392.531596065681
crRNA1650:4193-4215,354.903148398796,400.748693784064,399.645992061598,371.410758138236,390.488155136245,431.078144588763
crRNA1651:4195-4217,364.109840863394,371.433982055024,396.591858139635,357.175412537782,397.547372044141,447.707021543514
crRNA1652:4197-4219,302.724713273754,251.056673436884,274.567166973421,284.367185995288,251.317713359526,284.457439605907
crRNA1653:4199-4221,241.067792523628,198.964997991981,209.981487316865,215.92914157319,178.367923104033,202.622648997943
crRNA1654:4201-4223,311.833050171436,272.22918400581,310.245390323747,290.543488406004,335.248692648944,309.34722154714
crRNA1655:4203-4225,307.701302082947,296.16097216081,305.806975767686,315.240834601291,361.12438595985,341.847307206335
crRNA1656:4205-4227,505.110832681076,513.4840338371,495.719194225731,620.90144526704,484.205203295833,471.989742401438
crRNA1657:4207-4229,446.523989128773,529.606704539219,561.498510920511,418.613089755972,501.596021133845,534.00692036422
crRNA1658:4209-4231,748.268830571897,727.938802130833,724.794457047884,627.568373377575,728.682617388173,793.611242325642
crRNA1659:4211-4233,534.073217672321,547.362435403205,578.179591542866,584.880082213624,538.561843181347,478.230625021422
crRNA1660:4213-4235,509.317539160213,429.119290379657,593.369582942845,503.69257395795,435.379062074574,521.967585855081
crRNA1661:4215-4237,446.871482963724,416.260917230336,471.728703852352,528.964699581411,394.212722109379,416.187731912818
crRNA1662:4217-4239,410.683482035655,388.704962053352,393.930480291217,363.535939892406,405.5934411884,439.938810862733
crRNA1664:4221-4243,517.611170601263,477.056514066932,453.536142887336,491.368995977571,508.700924862293,439.404509309758
crRNA1665:4223-4245,565.998369528165,521.757662185019,649.917938160489,603.383849689687,399.335937212248,441.33593543581
crRNA1666:4225-4247,704.412991368681,564.687273599089,688.392729487917,748.418723801285,386.737988113914,360.765330694882
crRNA1667:4227-4249,483.672765142869,441.344856619171,432.910304212311,462.85902876464,378.662559245145,381.887471052193
crRNA1668:4229-4251,393.259254197275,487.015341299249,509.546781712677,472.826657190325,442.402388051848,333.187930420995
crRNA1669:4231-4253,399.248210497061,441.69301190197,404.968623286782,374.243375714009,395.271064088016,446.090843969229
crRNA1670:4233-4255,669.616974158166,627.314630216936,564.024545524892,593.794960567555,643.036938321193,656.391627426783
crRNA1671:4235-4257,450.285768628642,377.25453021444,386.920732141428,331.328868310189,395.704803794496,494.727028086282
crRNA1672:4237-4259,344.827227968886,309.498582417676,401.277531622086,349.728021863819,342.414084500103,366.362706648264
crRNA1673:4239-4261,330.520285868403,337.131851944582,333.586424514868,326.595496922271,264.119367972496,232.898295455523
crRNA1674:4241-4263,444.032702984941,440.555706038998,422.333596801572,471.802068385786,410.549760828227,431.867202613489
crRNA1675:4243-4265,456.212970266257,414.841142173085,556.967072455927,616.02192164129,312.146175713109,297.786839226029
crRNA1676:4245-4267,349.620119798328,352.992776640794,416.833589516939,457.816959380297,333.704727426261,327.010912504854
crRNA1677:4247-4269,434.32801412821,390.6101944193,419.900908002051,387.690121498295,370.956079788036,373.627597116939
crRNA1678:4249-4271,555.35032638188,457.747734340924,491.75890682327,483.098391235863,528.528664602897,574.613088645289
crRNA1679:4251-4273,409.975975598743,473.567295192001,498.17910968933,424.261294060577,456.896053411493,430.558830538806
crRNA1680:4253-4275,371.166845040795,401.757026669294,329.349707960607,380.17524078399,491.69965743218,328.754721040143
crRNA1681:4255-4277,359.389842473758,305.896600936938,329.447518760745,306.505623010389,283.032058538712,349.345646027071
crRNA1682:4257-4279,392.64878951722,314.544541768721,362.371439747798,368.322350362824,320.247933327411,400.509175311042
crRNA1683:4259-4281,604.534364096618,512.448123642024,441.410730318438,455.062580970766,533.178277696894,594.058174350943
crRNA1684:4261-4283,561.362774256845,565.140120472105,578.651319564861,545.393758522132,529.507916355383,561.439393146832
crRNA1685:4263-4285,434.62525028348,401.862430383445,366.4796206195,470.442846375127,472.933367096286,431.288287630731
crRNA1686:4265-4287,471.742373346575,497.705099376747,514.605512084026,522.554905874891,471.922224859719,477.83089755659
crRNA1687:4267-4289,555.728677579335,531.645347285587,517.354331707362,560.855098736788,581.501008302873,591.750001063933
crRNA1688:4269-4291,576.803197013737,604.64501297083,508.057283727368,524.626365148989,550.890824752141,555.730769352809
crRNA1689:4271-4293,353.180723535639,338.69627084099,364.75353491015,365.765220892671,376.415255506425,358.279320883212
crRNA1690:4273-4295,576.568122135594,597.606562678231,636.263443362938,746.228786930468,725.072380607293,631.18561994891
crRNA1691:4275-4297,535.676479345594,639.477207662624,541.134623446936,509.069124480723,642.984379288772,562.179313254685
crRNA1692:4277-4299,677.494976858797,662.116003610059,619.8269441696,632.651868832154,704.405248167655,773.478922277297
crRNA1693:4279-4301,529.683126541453,474.83509267034,420.944754651266,447.036127216093,499.520908605386,509.145305878575
crRNA1694:4281-4303,445.913424790129,428.551259746129,352.777754535989,376.584794717652,460.405304277544,464.374431410457
crRNA1695:4283-4305,426.602253865647,447.978528149539,565.937483523549,528.433468621561,432.623902339634,453.726735460968
crRNA1696:4285-4307,724.839890301378,642.827941193996,606.697759175599,749.016984321561,604.53640596596,540.123399900544
crRNA1697:4287-4309,774.483402499186,705.544560891263,962.103247676888,932.96099355428,581.688378631323,538.252530104794
crRNA1698:4289-4311,564.523694811419,588.7119754011,662.322517485909,712.855794937942,513.71988342019,476.695110321888
crRNA1699:4291-4313,638.024587437119,653.0728635849,815.743000881595,682.956164310008,638.256010991755,669.468245883291
crRNA1700:4293-4315,371.830763583396,415.859803527505,458.060024942781,475.303956154563,456.669994146291,390.907395053868
crRNA1701:4314-4336,659.623224159943,623.703126990494,705.457203707054,543.496460803575,611.781141382643,678.863417436151
crRNA1702:4316-4338,683.607015939195,759.928393406215,696.097808401665,885.001545737461,937.100995120411,699.469446759579
crRNA1703:4318-4340,781.517022525508,632.424408882614,641.529757612444,691.594736792018,704.737188847053,779.783705472124
crRNA1704:4320-4342,678.697124825068,661.029109001254,622.206401801209,741.725602703066,734.747734722894,651.378259309447
crRNA1705:4322-4344,784.825829071104,865.848122820273,945.835538779959,905.992216149513,909.683897491728,836.521682066614
crRNA1706:4324-4346,770.201123015807,704.939998638197,731.67515829153,796.234026282963,773.518268712333,717.31345959916
crRNA1707:4326-4348,638.908880685653,661.194691667225,671.280456594064,692.303887268905,628.035947153789,523.593876517876
crRNA1708:4328-4350,1072.77955218031,994.216657164104,776.91148810899,825.233594761789,859.776944645011,836.028433488081
crRNA1709:4330-4352,509.13147296243,556.140050250122,514.493464284787,558.342265614561,588.754944619027,510.716777712629
crRNA1710:4332-4354,586.934448597579,664.716122976135,690.305515119185,609.729081849483,680.125383011941,777.588815406348
crRNA1711:4334-4356,465.035329359353,507.21037877051,449.448889093439,458.884008657712,486.718814685308,500.62081289535
crRNA1712:4336-4358,559.32592652491,611.221034479897,698.458279141355,727.527619819075,594.008253697115,491.360960250431
crRNA1713:4338-4360,582.218588923158,632.562014728715,604.320921635187,594.352624159581,595.882091139217,537.193221756115
crRNA1714:4340-4362,724.335269440347,658.591456428578,670.916998122974,693.409586711985,724.732426452137,619.050966489155
crRNA1715:4342-4364,726.252592935835,804.860117442927,709.05440641442,712.22444556591,760.160875976679,759.017814820413
crRNA1716:4344-4366,810.179801905897,775.7749615128,816.474957869382,775.103043125152,820.841468312357,769.833685021465
crRNA1717:4346-4368,616.505995730824,778.139098193442,736.368546016589,752.005019279606,784.800439148892,658.28726168341
crRNA1718:4348-4370,588.98951340801,567.987720851769,667.925823345251,736.048105683741,453.102105940317,479.147776022971
crRNA1719:4350-4372,770.923360731573,809.035200607834,997.751656599762,1170.64828832715,605.409947647919,461.213817470623
crRNA1720:4352-4374,774.097604435729,805.817434785755,849.311592593011,852.637374326328,685.324288012784,676.516361305017
crRNA1721:4354-4376,764.280011830577,788.140503319244,768.736668290736,866.040147186129,858.487854583603,613.005348765441
crRNA1722:4356-4378,974.054707753668,915.46893023919,862.099344148108,875.346752059846,959.821895039514,899.171091320831
crRNA1723:4360-4382,506.236940809847,530.48741466618,485.101761513241,552.293232223955,412.313368177319,426.33139386003
crRNA1724:4362-4384,469.688280277036,520.355829434576,481.115356894892,434.766786563964,438.76795187541,398.411436230408
crRNA1725:4364-4386,502.939350869009,569.589807173288,532.572563436947,540.761390879781,547.012741130475,615.547882235127
crRNA1726:4366-4388,434.891871606074,492.469322744697,601.783367162662,566.90471182651,543.335722488919,492.289615717409
crRNA1727:4368-4390,793.760545737272,812.250075199343,803.81785786416,810.849415238226,779.300971257557,782.200904606175
crRNA1728:4370-4392,688.287769945055,740.113046242192,727.47067280128,673.125730009954,783.998855268455,756.18612158853
crRNA1729:4372-4394,539.115095938657,521.455531111323,479.370905855264,483.133514787772,548.508787901634,617.496237917498
crRNA1730:4374-4396,388.880267961901,347.652839728241,317.815848316817,242.586226198256,292.24709883649,368.240227354307
crRNA1731:4376-4398,347.523809036893,369.164182260051,377.037627398594,291.910937408688,350.389240200378,411.765871314081
crRNA1732:4378-4400,323.402199044104,320.822474541907,309.689193626852,229.876871417707,240.643621960671,279.354215602155
crRNA1733:4380-4402,258.833092362425,243.178465872288,230.561467682994,254.310353716542,262.629002585357,304.563466386103
crRNA1734:4382-4404,432.334276180441,386.034791260415,363.832904007723,387.314665689028,353.079845302365,380.493537680083
crRNA1735:4384-4406,486.500502396394,518.100361977804,484.441675378346,542.419894244803,498.393263373168,501.457751501976
crRNA1736:4386-4408,454.100079088938,448.209018460164,409.877927687818,582.200040527687,583.111394858673,475.262538691868
crRNA1737:4388-4410,361.198039448146,398.414034312622,349.387921457031,403.987060728787,463.291915046851,374.331761977715
crRNA1738:4390-4412,384.999385524386,347.377088277525,339.314405656294,390.015451748808,377.277601033612,407.660175659344
crRNA1739:4392-4414,397.864194243335,412.363768125931,404.499383782036,491.110999494122,474.837919712407,495.880930165018
crRNA1740:4394-4416,409.138531664456,463.922675119212,520.287487759327,389.124786081422,531.469012151358,535.769238441331
crRNA1741:4396-4418,579.068237339029,546.604622945756,587.355413852638,680.890195231774,613.110949567963,628.950999992289
crRNA1742:4398-4420,492.348230674047,533.146145837482,560.121595375605,557.395824054031,501.987634513968,469.093942056876
crRNA1744:4404-4426,409.144549291215,406.879865683522,563.26572431102,554.248372263235,298.4467303318,316.598953447239
crRNA1745:4406-4428,433.588559435324,436.630539424728,540.127136127086,426.100789438598,413.103087041371,394.054067038098
crRNA1746:4408-4430,475.481307794206,415.846528441607,478.555802303017,673.847775969442,332.191281398042,292.022801434002
crRNA1747:4410-4432,494.860996493311,461.108994928994,437.744819737785,643.617178778541,499.264853997845,472.128363895663
crRNA1748:4412-4434,472.398726408983,555.603679794845,592.839024935558,480.752349266878,401.688109409495,483.962481822754
crRNA1749:4414-4436,487.537373299062,533.275154955413,534.301092258599,489.293957235274,485.613150345363,434.17681645285
crRNA1750:4416-4438,523.262591465165,536.344094964828,497.186992415051,507.102829829681,545.841576683311,519.606071589152
crRNA1751:4418-4440,462.436527191645,390.041362830226,406.883407327663,445.842885512082,435.185374893412,362.858045825088
crRNA1752:4420-4442,516.1362002213,585.293819584401,484.973254324475,606.556146495697,506.38064213177,483.674528705451
crRNA1753:4422-4444,502.799891185575,594.191707507607,588.750315344085,497.989020109258,627.775335246908,613.551907112778
crRNA1754:4424-4446,626.411229890524,631.91335032897,548.49907785383,575.970538720661,686.477971477135,681.874821270928
crRNA1755:4426-4448,686.050354265787,689.831555250803,639.354518417575,616.133613366259,670.274302533981,668.120131064938
crRNA1756:4428-4450,847.033019525698,709.426526655993,628.024484573073,701.24803320163,626.052318514693,690.319401395413
crRNA1757:4430-4452,821.767041221199,926.571308826267,710.639757658047,959.85154124568,935.771020853516,736.067936172178
crRNA1758:4432-4454,731.950571495869,673.42198105172,734.219900664645,893.804787173412,475.916851038558,487.003478607087
crRNA1759:4434-4456,782.73801427749,709.520647327109,737.830243227714,899.337483656971,662.704788881861,608.886966717813
crRNA1760:4436-4458,903.478969223263,965.503870323251,1011.08774419418,1055.72488942263,1041.39562342965,818.545604332405
crRNA1761:4438-4460,729.693625278527,815.662918405247,808.373174217339,787.876632794387,782.624416457411,712.297281939257
crRNA1762:4440-4462,695.973207529255,810.997974545831,675.746407502078,804.039583645548,739.116733515796,559.583335517948
crRNA1763:4442-4464,581.261480916839,633.797526665816,745.539164300852,775.085967902066,477.171485557016,453.876382092362
crRNA1764:4444-4466,878.165668055899,772.718411499095,821.212839086179,805.77318818218,818.767963047634,798.587662161747
crRNA1765:4446-4468,712.73757794767,763.114125213802,779.189606755089,782.704009414488,831.953433448996,823.813903082548
crRNA1766:4448-4470,715.768922103605,789.440037822818,681.679281970779,796.155751237578,793.378051070213,641.621775992603
crRNA1767:4450-4472,679.296654038556,715.472436673955,662.306898181229,693.772363353101,687.131294764827,702.39236571958
crRNA1768:4452-4474,689.76526143193,679.565312193103,713.985422708277,802.320051653129,656.377244663292,637.32129202083
crRNA1769:4454-4476,698.368763762305,642.154822470398,655.691762027136,659.094473454322,657.831897452961,647.230805117891
crRNA1770:4456-4478,642.879831685963,647.013383036416,634.178262006101,720.645002499697,530.342272798664,508.787747821488
crRNA1771:4458-4480,583.798824446304,637.208851935551,593.816574456033,648.067888906432,660.464756869133,676.187150954396
crRNA1772:4460-4482,429.796054036536,442.682602365916,463.531026057631,441.921631015577,496.748919895038,520.121231275446
crRNA1773:4462-4484,482.228746747439,506.968675638094,576.214465795782,492.337347022913,506.761557724245,552.159025259839
crRNA1774:4484-4506,530.361871000584,474.122714252139,535.635538103232,470.764701253107,496.797969661755,529.800189567456
crRNA1775:4486-4508,595.359731926951,653.918628629229,674.210991463187,730.029700641098,691.070896332307,669.976388443777
crRNA1776:4488-4510,291.934434766597,311.580958966575,395.26735900977,353.532901666901,313.736299695049,375.217220979777
crRNA1777:4490-4512,391.052496005802,389.42813640337,428.027811219452,439.594560750196,415.778678896476,353.808470691698
crRNA1778:4492-4514,496.192524795364,503.801440264588,649.869944174564,736.56175145494,339.609591683028,333.774320670432
crRNA1779:4494-4516,570.404650025959,621.000801975655,630.514948615504,656.658869431202,496.473345956324,446.390558566441
crRNA1780:4500-4522,696.032531634653,768.053121127633,705.385273545634,714.298454589814,652.144587570035,725.574678642086
crRNA1781:4502-4524,725.609769398311,878.431095359085,771.020268466067,836.114204343072,938.562992030868,707.519566717291
crRNA1782:4504-4526,914.610195389081,804.181499070365,751.714996624136,859.233374555662,844.639988816506,809.043418853588
crRNA1783:4506-4528,881.484274458449,864.306031597756,911.54000757628,937.933510051781,998.497416552416,1069.01462833314
crRNA1784:4508-4530,677.101359533722,672.930235380366,610.788963140918,682.000521980542,714.302326174015,714.177402176079
crRNA1785:4510-4532,707.256808688634,750.751059230831,620.981641060561,674.841432970611,634.166848695364,562.263276315086
crRNA1786:4512-4534,797.519793427689,880.061272841346,947.141376894511,890.563376187718,797.738710334435,794.890799447655
crRNA1787:4514-4536,794.716439253118,819.407749009236,759.622909312239,831.46052976838,898.123491082558,844.197528613625
crRNA1788:4516-4538,906.637270725907,867.624756405178,833.47438331019,790.951045030005,934.770094416618,913.063454121957
crRNA1789:4518-4540,695.558156364024,654.718314394367,606.181382788549,663.6113782555,667.803053825846,684.824294812026
crRNA1790:4520-4542,503.789461576805,572.920023438261,558.144984620104,595.231167043224,663.581031540954,673.660734948788
crRNA1791:4522-4544,608.777082352477,580.074512442523,608.854638425255,641.2829937452,631.554498600391,664.691972117047
crRNA1792:4524-4546,683.04707911516,655.546133787067,657.747962441134,650.094445258226,687.498708202354,661.683999234421
crRNA1793:4526-4548,645.07318630268,704.539566970433,654.569231873757,568.761264025937,700.611755651685,737.867095599387
crRNA1794:4528-4550,713.700975643931,649.650641812301,735.330145734909,663.495905385756,772.986616808415,700.848582917191
crRNA1796:4532-4554,616.996194449222,608.417439341931,816.129608837009,807.132988588784,544.973584937771,517.472565699753
crRNA1797:4534-4556,633.260998755756,656.060695709152,676.228726911731,681.83688991502,577.594239069753,594.316314049931
crRNA1798:4536-4558,627.832422097525,655.759917186484,729.379566085758,747.976357351182,508.077040289841,508.752097493129
crRNA1799:4538-4560,577.641605487006,505.691688975632,576.33219498828,519.394684269156,551.149046257568,553.779419080371
crRNA1800:4540-4562,673.496104971533,673.425160629098,593.571351607456,707.123353226613,736.950515582648,669.884958759675
crRNA1801:4542-4564,717.395617122235,842.016786650071,861.633144125128,784.449613036686,818.173062733738,753.261764904549
crRNA1802:4544-4566,864.349837332291,693.752857051743,787.686085870352,981.288483561466,691.981828205909,563.078574016876
crRNA1803:4546-4568,830.578764798369,950.524058241772,1290.91496677256,1454.38074981712,541.8084465998,397.751273449844
crRNA1804:4548-4570,565.249932140818,614.201581969937,786.284054101055,827.923485753953,360.591415095516,337.870818369562
crRNA1805:4550-4572,675.083717802109,587.467914576858,809.639715893825,814.840192583749,451.620285261342,499.144143130515
crRNA1806:4552-4574,554.291677092168,549.048461358275,465.605904809947,590.796161477313,519.101698122304,445.571462848812
crRNA1807:4554-4576,558.84549923382,504.144225905043,563.404239775779,638.023383915958,340.249454683361,366.519101708068
