SC1_BIN1,SC1_BIN2,SC1_BIN3,SC1_BIN4,SC1_Input,SC2_BIN1,SC2_BIN2,SC2_BIN3,SC2_BIN4,SC2_Input,SC3_BIN1,SC3_BIN2,SC3_BIN3,SC3_BIN4,SC3_Input
crRNA086:149-175_randomDouble_499,167.327117482519,1550.36058338156,142.000006065794,150.823102201273,112.294863899368,127.270736805193,153.615773633104,220.745516181256,189.993468039452,155.94593502533,130.041146760324,125.855442349573,185.297753873317,177.305976190744,178.225038864286
crRNA086:149-175_randomDouble_509,112.013809004922,138.314264982656,160.072177549578,220.393812617907,107.938992411711,116.49367762096,178.262092391145,159.596485774183,143.841934779878,181.351799739542,119.366544231768,107.003653242846,191.65377910941,213.637087623495,139.195579489752
crRNA086:149-175_randomDouble_516,128.764960907721,128.030308501237,149.164622710614,134.71696778205,121.149663195386,119.706881649166,187.421098496662,148.646284166005,133.75763680959,107.29092898688,98.7171201394235,153.571520978547,123.392492817268,130.607102888098,137.778297624604
crRNA086:149-175_randomDouble_546,147.184084043864,192.442802493386,129.536055899643,209.928696912228,142.807741925093,134.219144317033,176.837296328326,201.064021050898,189.403639660621,148.136254279271,158.281525128995,130.495797991547,208.604923634876,188.178968793356,175.189900383039
crRNA086:149-175_randomDouble_555,362.984401360952,447.17032933219,335.831982350377,564.431214409468,478.893520759724,240.368006040169,338.270579033324,471.521587813433,508.440842224601,389.259215953226,386.892338765385,636.171025009097,514.509042108819,370.786523485286,347.563628995473
crRNA086:149-175_randomDouble_557,176.96078739603,218.160012557311,278.360687041766,333.100970365485,233.077120777838,219.841007995933,220.233545410508,219.316473905819,323.689314026866,254.667595382454,190.490469264161,222.320848538059,281.284787843955,299.117309261411,269.007742381005
crRNA086:149-175_randomDouble_562,142.9978818041,197.889376685828,210.50607473591,200.25270429377,152.827747759291,160.613437420225,158.613860458527,231.368345150982,184.635533970685,143.144641254964,153.204386842911,198.527425953797,219.398452468383,180.564850741896,153.665827252503
crRNA086:149-175_randomDouble_564,172.066712352646,166.795491356074,193.165737101871,279.245915186411,131.612533255199,119.473047977448,142.097967735621,199.629138245338,273.160681475298,175.031365859871,153.903857507549,204.546910643371,111.582997397551,257.219707126085,161.641943524784
crRNA086:149-175_randomDouble_566,221.35725865023,226.448862218152,268.514171372293,246.172712092984,232.886259624156,183.16198298945,192.641716624008,267.20879615108,339.281197716311,197.985398543201,146.154040900467,299.513479013008,313.134247952874,279.070235774765,190.827532223041
crRNA086:149-175_randomDouble_573,135.737273095496,133.253211051266,193.216094593724,139.522041774093,120.857929967508,129.964487260596,132.03547274834,138.367866734161,189.391169895983,144.444509119009,125.56087854704,154.836452549227,163.273623477913,155.258507621867,213.490479126093
crRNA086:149-175_randomDouble_587,115.375000327517,171.142954153261,183.410243930931,156.935144197358,110.55760757253,126.627430269629,145.428780871407,201.803057779361,174.343412899493,134.470355016219,111.611507323076,136.22125907917,118.075817085922,193.775136512031,178.058968849415
crRNA086:149-175_randomDouble_591,160.260338821317,197.583314559683,257.223000281808,197.871723457317,199.193547832402,176.322547781214,211.879367557861,200.491440791162,214.762186304768,194.194025771349,195.471197569883,251.209818713239,185.853609452214,203.940751902177,162.052497474195
crRNA086:149-175_randomDouble_620,172.763873793447,182.288939493143,133.480718117856,117.128994537399,117.00474509872,154.368097057324,167.57102114731,156.470777681223,175.714151367934,149.153399936307,123.980455887779,138.574923944972,94.3534723094804,4294.92621102814,142.607091055634
crRNA086:149-175_randomDouble_625,132.722791090879,277.835518925818,297.884018090405,208.707053749349,243.574031893393,181.424974111986,211.109609596764,228.47984123077,256.917879098395,224.382136863775,157.869367648575,189.718950406163,228.759438221174,729.408943408213,233.324830495321
crRNA086:149-175_randomDouble_634,188.715046055874,193.796863472882,252.433939138975,253.853334423762,229.49227279793,181.115595063229,256.616766892354,190.610031090178,283.380899268658,199.981741661216,162.897768152351,152.95592350845,200.837036121591,201.384644591608,4361.35253019851
crRNA086:149-175_randomDouble_657,133.899155152786,34.7615559925077,51.1962356436728,27.1264251808883,67.4416742860588,90.4982716618039,49.1400410751841,63.4438288494444,1169.70981222072,52.4721430217353,77.9566809528903,49.7310513786122,55.7228804663328,44.6661853386347,71.6002766772679
crRNA086:149-175_randomDouble_658,102.200191424431,61.4849125714315,48.4635021802365,42.4587623630655,39.0386750072404,119.796107725706,63.7528291395321,59.6873204515883,49.5643247232184,61.1928042279265,89.4847582374808,40.2866357499778,52.0809316533412,84.2115428597982,78.0645443997373
crRNA086:149-175_randomDouble_680,198.831051077354,290.574519638518,307.409476068191,291.948655516487,366.173586209726,439.142479687543,594.126417713955,282.346573467417,283.143851970994,237.484973261173,295.453008002218,276.968531732136,276.31078283108,342.530235082633,252.935257857679
crRNA086:149-175_randomDouble_684,461.815433529513,240.040758106733,185.991217980996,199.794016665196,231.354618341917,315.824597197853,705.916419767921,907.952557404323,200.493921685076,195.350655676681,357.60374726636,180.153473009875,172.118592336788,285.70006908453,260.639220361784
crRNA086:149-175_randomDouble_693,154.497358539535,258.140095263376,265.203974042021,252.633655237687,239.00223002143,192.897681878269,210.540350149633,237.04714349722,281.147600203062,219.302026264019,180.773100384531,282.59053441597,246.31616035687,283.141996031417,244.757501869344
crRNA086:149-175_randomDouble_699,533.784235356668,342.433804635716,223.119283714594,201.953400037926,313.980147045817,442.371966606075,227.106795651917,215.726856503802,310.358604433789,294.827030145951,515.029959702086,289.615089994623,263.826030072804,216.564960290721,252.934123540687
crRNA086:149-175_randomDouble_702,244.163910546564,121.124728108075,120.889097360319,171.545539114897,219.535010411847,248.917175588363,145.243269076017,103.29103096041,122.397751458209,163.180851299687,257.742477326414,158.076556539019,150.971092143764,166.5390816206,135.865350742579
crRNA086:149-175_randomDouble_707,257.534038332429,146.145973622072,190.670577112453,191.75524980422,235.524271198376,201.061966351453,208.262984019575,169.767560333374,149.018218524118,227.131182737326,193.909577231354,179.291319214925,133.714738197123,134.711561719271,216.767798189345
crRNA086:149-175_randomDouble_708,225.733183454645,262.274346237044,234.042717843084,334.008044886591,243.391780870971,220.064467778185,331.394009738857,202.329885368214,259.349239240552,263.57432931701,280.943795441337,285.719133053326,248.542600513461,228.070239575777,241.057429651182
crRNA086:149-175_randomDouble_714,337.233672780951,150.710183234111,190.952446691489,131.814959137485,169.087871804102,380.626178168516,160.183657137456,142.617552896915,151.632187153614,170.315245759267,298.366501911148,175.835853908293,127.470802791267,199.695587149559,191.893433931803
crRNA086:149-175_randomDouble_716,329.49784755108,163.425904179699,142.467706451131,166.357370815273,232.486978532281,342.287147393416,182.422406600089,193.384490448754,139.924516818669,212.21261752561,319.99291170181,162.888567858686,188.667220996078,216.097547868761,214.828557522697
crRNA086:149-175_randomDouble_723,336.504680961389,257.817375475016,319.841624873002,216.437262922724,263.966427935787,350.412361774356,289.639069095203,240.168761442632,206.648467122075,267.348555660006,370.785851720046,222.766144175076,231.138111270851,275.713077834119,282.955487049299
crRNA086:149-175_randomDouble_727,131.321878170486,77.7374129536176,54.9223663908195,91.1269342737724,117.425200748451,145.8260174067,93.0565877412129,67.8194315861392,62.0606462361788,101.778129193154,103.592241514526,972.266165796692,79.8467242404225,59.6476563265848,90.3654042666838
crRNA087:150-176,490.372994311651,420.094290547604,458.719554070079,367.28936866959,565.480745378838,515.643144569502,409.172889954912,271.342698630974,483.187098533992,433.018828878363,651.818622719728,474.887687403585,359.397063047447,358.8079448215,397.932694477119
crRNA088:151-177,344.878531357128,3601.40343859189,464.292730543879,443.385180609244,419.240783462988,289.032841278568,411.351153834489,425.21021359205,517.125899066466,476.074379105174,341.19242794107,507.134073483414,434.352623843069,552.531314827326,404.93106567969
crRNA089:152-178,273.137596592239,299.905962142456,345.739617903335,353.227121557939,233.820550665996,217.818747569147,274.510603796723,337.950261841288,378.258636048162,275.623300184465,326.566081119074,320.839171059499,262.116188337357,309.073421497804,223.068185557347
crRNA089:152-178_FirstOrder_01,262.625804939078,277.148303580549,277.949022233869,325.638743728234,200.001568818076,255.753430657837,258.543349186717,211.221080764131,286.38881306788,217.135043233517,330.594712657928,232.710695535198,234.154126733834,241.748137947101,196.690573672173
crRNA089:152-178_FirstOrder_02,328.247265354025,342.11333059078,374.290635714727,335.455756405576,328.460279724907,294.751195130716,315.641126230855,273.550945198026,380.155692087014,291.06232874079,263.441968410752,348.983910369429,300.877683766085,292.404105544323,257.815559006111
crRNA089:152-178_FirstOrder_03,250.457463568196,323.853967817996,296.965044253769,277.437010615081,224.908561592581,256.293009840108,246.895363087,218.788223284933,372.374179789389,236.564159149135,332.835513895434,221.340248599523,248.580093425669,264.303850698314,248.66586677958
crRNA089:152-178_FirstOrder_04,223.953958019268,266.851579316995,319.559422858119,393.546926129609,325.541268106197,266.616622396331,246.212360556681,329.1336375082,347.005908327434,279.933539762703,226.196504499393,317.682941689862,253.326163360039,401.113826623227,281.754806572088
crRNA089:152-178_FirstOrder_05,257.911962541891,395.346002825515,279.724457088895,276.920814050453,267.2402868281,248.87609154077,288.966356029782,229.501452621724,257.765964074658,236.012723457376,209.673428498435,338.960009971841,239.879215840058,300.625135997431,226.949191229141
crRNA089:152-178_FirstOrder_06,306.946991412036,414.600924244096,386.261485363287,408.293847203575,284.054296438133,374.945144930713,327.246778666341,296.593437437099,337.910125923505,422.767485603321,445.904374799725,359.069738177765,305.27538237921,396.891309088835,907.139721995587
crRNA089:152-178_FirstOrder_07,302.95317086915,302.930955895441,472.176573661928,354.983312666574,368.564651172867,299.912864237981,427.031666064803,355.347024723224,502.722972476039,314.660509226569,339.331486821182,372.330975194981,416.165250355893,529.149677360369,285.545993149999
crRNA089:152-178_FirstOrder_08,200.196752702309,248.008009132168,303.088529170014,349.687616572272,287.211703852878,189.286604886777,255.942059640243,339.686439545552,221.063602486323,260.980260712329,166.753762009416,256.896917433894,293.48959828148,303.983725601261,223.394325073644
crRNA089:152-178_FirstOrder_09,181.021534572854,355.530127772575,341.713339752917,370.358215449535,273.047026405556,168.480964300144,230.393737557892,307.831774011606,485.831371731268,356.785975168755,213.104852564365,244.900394873583,7644.81946959839,294.355289744037,204.900850359028
crRNA089:152-178_FirstOrder_10,160.045877454162,225.318818338658,408.730854525433,295.88272649195,193.535185327056,115.991499720748,233.920050756729,257.574244070818,239.381331629542,259.883830782966,125.083847182641,255.569250515519,171.19622943232,250.47534159297,788.09298789388
crRNA089:152-178_FirstOrder_11,580.965773160214,260.27835268139,323.456510803247,296.361721636092,300.288681929676,220.604424543221,294.429076669979,251.126395520224,377.310212438538,227.146677413567,229.93410872158,300.440925504775,262.555462526231,471.186419205209,261.199868039974
crRNA089:152-178_FirstOrder_12,242.02402143322,250.372051408153,229.65720854213,357.556306710691,258.336727066205,178.547023559778,238.36217747276,3037.7052114962,237.07080134589,230.567141093445,498.87646525781,243.375741725443,250.746070798405,262.218980462052,198.523039106339
crRNA089:152-178_FirstOrder_13,211.694355622232,279.681265297803,348.498411160049,347.813797279523,227.857072231883,200.700025352221,240.608215160732,264.286501458914,395.012786147939,232.228927760414,215.189211012378,231.769798721502,253.511352370245,285.021853209265,196.860648800041
crRNA089:152-178_FirstOrder_14,206.582090177878,222.106024897703,188.0138456648,325.502359859675,137.855703973939,154.627460153921,169.287590990907,161.915554978929,271.861326273802,400.263810421109,163.520194914635,126.738293219334,184.372729979169,261.479340469385,242.870413915875
crRNA089:152-178_FirstOrder_15,161.987542370367,151.81583243847,217.270753631619,191.143327954559,149.748605120296,135.577134024871,142.996670920002,214.661967529749,239.689282173192,165.75192904773,121.752986224874,150.124393700855,189.033498812307,269.759179885423,165.376510105007
crRNA089:152-178_FirstOrder_16,222.513176190805,562.485883716665,467.1326257949,515.519048092148,390.816363269294,247.942334466162,305.864526106251,324.926027964486,5285.05305887697,295.253226579964,179.17157355898,966.55133673161,9047.61178669789,3584.68269543636,382.937835138345
crRNA089:152-178_FirstOrder_17,273.658367928103,2455.46868015417,369.701967070155,3902.04892377903,242.708995136344,290.163770768027,420.068150997244,416.480530800471,460.886255999874,373.567670818693,237.876003366909,347.798812987748,370.592190853763,2267.96758920532,286.687457042254
crRNA089:152-178_FirstOrder_18,327.175151181748,406.05407233388,443.217091330649,526.213192211477,419.532647197798,278.129183152035,380.786589574578,379.938159655091,605.28533514771,395.817168129116,313.767430539177,412.952908690126,483.966645051148,775.018189043226,398.807755713925
crRNA089:152-178_FirstOrder_19,255.636885697287,237.916468577951,350.333002696501,374.044894885346,267.156590787574,235.238683440122,205.192396283889,290.150224551399,325.829903602712,278.038849172025,246.889370538869,266.174726866123,339.718824284758,395.597277758722,222.755592647245
crRNA089:152-178_FirstOrder_20,278.751680841381,261.751321671607,354.998450456404,402.510831881835,401.434467204433,240.771531728395,307.124575961439,386.015940637057,418.634598849635,264.224000861266,202.041048823559,351.805857663175,376.345850195196,378.953923693277,290.182570284429
crRNA089:152-178_FirstOrder_21,139.863056829781,137.528701243499,210.98818464738,205.691706580962,207.959272667754,161.069238591813,177.820758197972,248.877521735273,240.187324780958,154.114005817495,153.348991592898,181.732278639764,200.823691776699,264.180412746395,182.278722636782
crRNA089:152-178_FirstOrder_22,195.059046434464,260.311052235633,205.491376368175,168.494896058537,212.744503109614,121.434593967047,225.57636305202,303.858261449445,319.955494148803,183.501821649535,158.578652495159,141.522969929582,202.429122996314,252.423681211394,1220.87502892135
crRNA089:152-178_FirstOrder_23,206.642558865483,333.891156985014,325.716324883205,378.928889685584,231.400353587278,187.197797018828,251.108253759168,253.470210547122,364.525681309093,306.464989670978,207.74522696755,283.187254341037,350.390498959933,393.503565662067,257.292369441602
crRNA089:152-178_FirstOrder_24,262.733048785356,317.195444223904,489.016560581131,483.383308805989,466.376561480611,240.069154322166,376.122991868349,294.630753294605,471.179997952982,298.41007570183,270.392662476011,490.056339434405,400.365922519521,347.409651242563,276.416046762788
crRNA089:152-178_FirstOrder_25,194.006224923515,175.780324334571,205.240674825117,307.910641724981,177.04888186583,125.512635323652,235.015805460466,265.962479846639,261.245076895019,163.934180289819,233.061316759302,224.234920900106,289.604280060311,211.911346960403,166.873427779833
crRNA089:152-178_FirstOrder_26,106.617696655518,4924.49531148086,142.280179045876,144.849911071916,186.757521705496,101.110493636459,160.764781636623,207.627564915171,197.181945548492,129.507559572577,93.2624576869584,132.18989640846,198.484925079501,193.626954743392,133.966155763644
crRNA089:152-178_FirstOrder_27,176.727763285079,252.615550485966,181.938053749724,240.424420467532,229.165450294773,140.034894899853,168.909714888486,155.537177159157,263.073905171176,204.848195048665,197.688097443994,259.669304153678,196.244595394841,198.68389451754,135.614397436395
crRNA090:153-179,135.032943664526,232.42283402944,214.872896820463,258.766744437754,161.560750449129,154.876181984573,243.61753575443,227.48770148628,231.7418803632,177.643301504339,232.781544154212,208.372213948398,165.193996931922,276.592722391957,160.124374082982
crRNA091:154-180,94.9856389053606,130.130723411393,146.236315542545,190.137875608898,119.57339580689,107.219696417182,122.032432581038,173.152803662793,188.300755777712,121.08931929008,99.1387480965395,121.037386871707,140.218850465387,210.808519237634,119.671126476813
crRNA092:155-181,125.218462473994,269.785354018092,236.535118617401,239.505353202991,156.621803864701,140.802358441629,192.041634686479,270.68458597553,238.235217765809,199.664337723729,119.603874685508,181.947942057874,196.588104841756,169.990226299733,4458.97090616497
crRNA092:155-181_FirstOrder_01,96.9288480573205,111.009139959393,110.150700042436,173.883809363677,123.154185540507,86.0618107711999,162.309429483046,127.82554199758,121.874290563834,115.475082268122,97.7039476501557,88.3380946444279,116.917257512324,160.310335399136,126.907326694868
crRNA092:155-181_FirstOrder_02,139.751880361752,167.455213101604,151.243936464255,165.004669228229,109.643250547674,124.076758063268,175.836780542657,184.173703802946,192.585511544387,137.265124073022,145.834981138122,139.291979350106,180.812205373712,193.512480997876,136.30163163884
crRNA092:155-181_FirstOrder_03,103.962704872255,166.217579819551,226.956372933857,151.62345621427,191.977570681441,128.676645548866,161.665063698678,243.399143958843,231.997304324314,181.877832559341,113.052936182377,162.37008828277,182.600531220153,236.5498984872,176.676205270828
crRNA092:155-181_FirstOrder_04,252.167671567001,236.54303558308,203.198828422674,192.264743522689,187.639452597418,213.818676687058,172.705411795088,226.482941087007,218.030759784725,173.320858382145,227.130667195218,211.079760983688,165.214236529259,200.092567193729,191.40341395768
crRNA092:155-181_FirstOrder_05,160.293199737705,152.262296555616,152.795286644976,110.362108186787,165.106952242205,209.767519772148,131.182797591004,142.561521156357,154.232284889796,129.653075421015,214.283677119914,148.570700310181,142.944405388261,106.213344161073,148.462394629161
crRNA092:155-181_FirstOrder_06,149.98311752705,322.439870452593,246.700056543321,131.916570935911,214.262470405341,185.860265931987,243.921843852066,294.552076486098,207.503465334949,185.406820403777,193.435323163991,216.038204874142,180.518498389712,173.927344268343,1824.270060105
crRNA092:155-181_FirstOrder_07,75.1706546316832,144.52311865228,144.172474406151,184.371451253037,119.648808577759,106.292723811152,110.608311553733,195.390791934276,138.268332781668,158.646848395784,134.279836890595,92.7202101061271,195.716911125967,170.598890492047,122.95691293051
crRNA092:155-181_FirstOrder_08,198.625230783508,146.849794047118,135.141740343971,198.721423501479,135.623888146423,161.149836880991,156.984319435203,221.422665967313,110.062093203083,142.629488618994,163.876050805851,124.380896345547,147.132206643065,206.922562290876,151.563135443016
crRNA092:155-181_FirstOrder_09,149.769192383756,209.295954420965,214.717458381174,172.855023763246,175.471718242878,174.269008145463,175.591572846814,138.840413556096,175.05299662906,189.794584057511,218.135525221917,182.480262945553,156.929678378377,157.528549685853,167.452577621202
crRNA092:155-181_FirstOrder_10,210.62008720871,239.669741070039,242.680564704949,249.334715384047,254.730495230457,168.313562758199,202.053660185849,191.681634374783,215.190464704049,2766.17029858345,213.769654778146,309.121357132719,167.604455747915,223.12607269826,218.169986422102
crRNA092:155-181_FirstOrder_11,121.268701619712,215.926646013586,176.240081463054,186.354132964849,105.449203732857,98.2488072562913,144.387524933582,161.839239177355,215.680947931329,157.918859011759,107.70824382487,155.704811692454,185.999507186834,186.570408894029,120.930751187651
crRNA092:155-181_FirstOrder_12,155.013674416605,196.437103412094,237.927343690823,271.073276285674,187.648919539774,163.608390859641,183.87962622659,206.02468827497,240.767137879839,204.888386442508,137.560026191784,202.283674613625,212.722238254069,159.73953163595,178.092512558892
crRNA092:155-181_FirstOrder_13,44.3301998121242,73.6251448607479,53.8147531314802,70.819893688851,28.6634277857788,37.5241674373386,678.049668172796,78.2532135825941,50.9342257381342,47.6164680037876,29.2350198478821,41.0528898663413,71.6046753472861,94.8408030114138,75.758485666588
crRNA092:155-181_FirstOrder_14,142.136304365424,142.856974461981,204.558432999476,193.61687186207,183.58769066632,202.381890870725,207.152982465213,159.041417108644,173.656199964287,156.660562308098,146.467552165764,161.583395836806,214.577378446947,159.723420351648,136.925142402001
crRNA092:155-181_FirstOrder_15,125.872372720915,114.804296003089,131.188098845959,141.238631595166,99.6729172452852,126.537475942858,108.650618679546,137.26887625836,537.669841444352,109.1251476701,580.571324910406,130.019078325863,93.9851342186348,131.087143373389,98.1733719853742
crRNA092:155-181_FirstOrder_16,179.566489221206,217.07794918692,134.387775952579,205.869269411177,156.791867081823,5527.5667884851,170.342210157952,152.478717671184,155.585871152205,136.818790372474,168.242875725913,148.89584570497,153.654371878758,140.236399946109,138.893003928275
crRNA092:155-181_FirstOrder_17,90.5695632173456,118.45570049247,136.052642048728,158.704935744894,141.670476991025,90.8184262549474,139.212627273932,164.39317772217,180.689987185923,151.517998794861,79.1143220300209,121.814654062123,151.886664971402,170.762556712135,129.110505654372
crRNA092:155-181_FirstOrder_18,66.8001865994642,156.646336554592,70.355827345524,96.0749754089129,71.6881109770694,81.5413426536847,78.3563735966611,103.453677642536,80.8126213646263,73.436753990536,51.3671319980548,60.1989548606247,98.4226615427253,100.181109907503,92.9479197391923
crRNA092:155-181_FirstOrder_19,113.023254642814,196.064481767408,195.903012616906,179.188643102868,112.190321481568,117.664790838266,220.504442562284,186.537171681752,158.422943572041,328.646163853559,80.717337312545,172.09363124998,135.129956310905,233.961635726595,175.237130780426
crRNA092:155-181_FirstOrder_20,153.311584025725,184.030537288101,293.712501355708,152.695485279901,104.455964071628,151.918334287596,165.914595748596,172.452229978712,2109.07451834604,140.442925963167,142.984826662877,187.824783863232,169.087477608095,155.292777170648,177.47649495562
crRNA092:155-181_FirstOrder_21,270.205700976466,265.886666121927,315.549964732764,322.74796423756,403.42567969047,275.28676586185,338.83325550331,324.523308126387,266.995989171203,288.522569878676,251.369500311794,306.861008481517,262.913477609244,346.653973681804,240.222726850224
crRNA092:155-181_FirstOrder_22,279.194667222429,290.721912851234,281.547929968109,234.77684378295,249.175821036321,211.953560940116,291.91593789635,335.573366595269,223.043144599325,296.641164895426,215.929717148983,282.901141064135,292.610311900238,262.244964522711,228.391832183411
crRNA092:155-181_FirstOrder_23,180.004033126706,191.582758617784,169.933022027294,258.403480355458,167.405818088329,149.024008833465,215.224966680929,258.515666049432,257.576035075295,200.976554535803,183.749414692424,217.714719056361,267.703529211438,206.848819232594,155.122487220568
crRNA092:155-181_FirstOrder_24,146.777079388805,176.911398478791,234.780047511973,171.34045621609,218.899109222384,3554.34208598512,136.651691627732,161.110450819386,127.314876594131,3098.08183191469,121.637965933795,141.346778247181,210.384303922277,249.310099228954,219.691206132718
crRNA092:155-181_FirstOrder_25,111.976992189137,139.608705233729,161.990502691007,156.184173719087,286.451156292912,116.053150962122,128.581193442085,203.702078872743,169.525840789153,135.837362629603,106.015400842119,108.013046631552,163.479644107322,134.788861071287,126.906562558873
crRNA092:155-181_FirstOrder_26,84.2591182478288,85.7490008034983,165.675162633716,143.849102080308,114.164833208909,92.1033627571316,134.157765922725,159.264007136401,104.777487125599,90.5599416077092,716.354469863549,111.826072100904,117.053743872904,100.502832382333,104.324675370127
crRNA092:155-181_FirstOrder_27,184.047682944902,416.97583454611,240.170572546736,277.772402884953,358.41845195604,201.262023236496,202.857909717054,191.731663632663,1120.01650474201,2499.00658285806,183.294477106662,247.519327302689,319.61722720186,288.858848390243,194.705825380996
crRNA093:157-183,158.380430931602,212.527858466365,176.083790211551,215.970884172105,207.412311158409,168.2181456108,185.458717495744,230.695248313125,232.449140517169,235.528151512704,179.039375137205,221.614265895244,235.664323338457,216.751227621825,144.591548543283
crRNA094:158-184,64.1885022614837,101.490843312885,94.3601402939257,124.515065704062,59.3303664518136,74.5860502919019,126.842476580292,105.948862914137,117.62899507746,94.685054515396,70.4944303596276,88.9693281226029,76.9605391026367,85.2225649276561,127.170990839616
crRNA094:158-184_FirstOrder_01,67.5154584632271,92.6306280591284,121.281044635616,156.732926001388,87.0308499406822,95.4055853744524,109.310589674224,151.027161653775,119.463271449156,348.29918884542,65.3373502740701,96.6121141606437,128.487601438046,135.096816835854,143.166406382724
crRNA094:158-184_FirstOrder_02,1467.52996637097,107.789636932287,118.478857974414,158.062455507966,87.9791410267314,93.3931647409981,118.567614213003,215.200712789771,146.484181958436,119.371528626545,89.5317334221854,109.654485399809,174.546576720864,186.568315937712,147.871154957701
crRNA094:158-184_FirstOrder_03,60.9485397576628,102.514809170141,108.442392012404,137.079587583796,76.9942632993225,87.538718925511,84.9610955270908,134.675218722312,121.023126848067,91.0971830455476,68.041627407883,78.3090251452468,130.128460005532,142.935667420685,117.634208410346
crRNA094:158-184_FirstOrder_04,67.0976244850176,56.827911976301,53.9429250015183,94.234535498351,54.5962640442686,60.7469936193785,79.3155913198051,77.4464088466577,69.3633442187184,76.0820551480137,50.3932928920412,66.2245705482022,89.5422245780475,60.8124830270138,89.2924285773712
crRNA094:158-184_FirstOrder_05,88.4018977070587,78.6785662560627,128.804199824365,155.900813949725,80.5464669808561,125.895408108245,127.66104798816,183.768242922981,126.053958977877,133.200462966886,67.5793477056198,117.941696412766,145.758503615005,148.182814938511,166.617423218504
crRNA094:158-184_FirstOrder_06,76.8836012110143,121.185414560691,92.0493461333862,102.582236374167,76.9175513207695,89.6199161895759,127.692032084142,110.602191759581,119.658731788222,132.067562914663,79.14768772261,121.981403148168,110.172581878977,115.870485148186,125.185253287409
crRNA094:158-184_FirstOrder_07,145.024714995498,126.031064472902,85.934146685923,107.957386558393,130.356473306745,141.434107836965,145.221595083718,175.964824231047,129.868745691552,110.571595570372,124.735241844983,151.108215759018,95.14123249369,169.124816777007,131.217223694047
crRNA094:158-184_FirstOrder_08,165.528484350726,124.863735103799,73.6976630250578,77.5876116395881,71.3506413059145,169.023611161809,112.792415021112,69.6859117060115,152.448855728242,93.2755160493169,110.71151830805,1323.01288974065,80.6094445033329,76.1860364347504,105.417541601914
crRNA094:158-184_FirstOrder_09,175.111795613342,122.580158877108,155.193896148793,105.829459659812,119.998232231772,169.453236204868,160.541375064214,188.529751965687,94.5297214250091,121.173029303855,179.194651197314,130.678079722597,91.6278737135956,140.829114589489,138.27689350119
crRNA094:158-184_FirstOrder_10,70.149681179703,108.518960618005,134.73855585645,154.530601619483,93.5271992046876,76.3752498267844,167.011608042602,146.50889559647,158.139032262543,94.5435884424907,93.5733440995532,106.776061745759,159.707949460705,120.47003582166,269.273519102365
crRNA094:158-184_FirstOrder_11,258.91499430843,188.517754728498,173.410733643414,297.925549632018,184.366087645282,208.045283560876,219.979964984705,203.543526071033,164.863508484737,2879.09409204256,251.275525703736,204.412185391143,169.863713141293,241.464392479913,283.553601139947
crRNA094:158-184_FirstOrder_12,298.46411940933,159.05734426743,138.749025036672,132.763922427347,145.439939009774,278.928387142555,189.982306975198,134.273517831448,106.949920378038,160.524918005773,247.440393799713,137.267664175685,130.611034834678,141.187265062254,204.303142908562
crRNA094:158-184_FirstOrder_13,173.467338968071,210.547481598137,131.702441036263,151.193295462031,167.590355071545,202.408366210375,191.227758093444,173.824228676276,157.635418261754,190.39770393679,178.576780131615,169.936609941857,145.05735808147,146.498947449409,153.358114564748
crRNA094:158-184_FirstOrder_14,84.1329307897123,576.923953152077,97.6363197305035,129.059008464608,56.3703856817469,134.573075208165,108.360891871465,137.200343197913,130.022844413771,109.276252725727,54.7799534840966,872.71457385033,124.748077866163,188.891620049892,109.3895475656
crRNA094:158-184_FirstOrder_15,129.260296117344,214.127339762737,230.680339207659,233.766302647645,137.593024055669,140.386555833917,151.971055930793,192.858782896937,269.223919198122,179.774723384536,111.537034973046,192.9302880694,198.809671817598,250.064488053963,176.828668398122
crRNA094:158-184_FirstOrder_16,61.9562151476107,58.0417789716431,64.6396813955286,90.3130799951388,44.9699362531078,55.0799752354017,74.3751700666942,114.394283150661,76.3039503765954,59.8036996858841,48.8686514231554,55.8116450305526,84.934054089351,99.8424096684775,90.1292838331016
crRNA094:158-184_FirstOrder_17,82.0228785522861,95.2330761011921,98.3053180769697,113.774617099913,89.3437061440225,86.1218668113045,102.739630887525,155.075452757669,97.4349063715938,112.282017693904,91.7999167219101,91.7937340735984,90.9746892336651,129.92683143322,103.781942291044
crRNA094:158-184_FirstOrder_18,55.7955437886929,86.5762005914975,87.4725567026798,119.359365549824,51.700266891492,65.624731092033,102.352443517839,164.947748993444,89.236069367897,81.2764640039803,58.9440205042804,74.7622430552254,103.179850655339,125.964040807236,108.296542986747
crRNA094:158-184_FirstOrder_19,69.0211342030618,82.4293283611676,72.1069108876076,101.585516818043,96.7310472368907,75.6932010077468,90.0259509061204,86.4968053976339,106.762173626971,87.6522718942185,78.4175550339657,75.9895580962932,122.697700242489,80.1592293291296,81.5921715052298
crRNA094:158-184_FirstOrder_20,96.17714540493,181.385454195054,123.307584595663,127.765251916828,77.0091434353995,92.8947835180117,102.947272297407,121.77358084558,90.8956759749427,1345.14393324456,70.8563377813046,113.65508413405,103.295748421346,170.959334209159,117.725437048454
