R1_input,R2_input,R1_top,R2_top,R1_bot,R2_bot
crRNA1666:2319-2341,281.472327626655,240.128566403812,205.631928352327,294.729150710273,218.60609619657,262.101250949188
crRNA1667:2320-2342,262.766888132479,265.742280153552,295.037114592469,366.371005806001,295.041794167398,360.018322058508
crRNA1668:2321-2343,189.72660058379,250.374051903708,228.621833385506,228.528449166119,186.503103048822,206.713816786341
crRNA1669:2322-2344,149.643515953412,138.314054248596,167.315419963695,98.8476228535992,158.986251779323,127.588910839416
crRNA1670:2323-2345,148.752780739403,115.902054717573,114.949525165897,130.587685237782,87.1366956867446,132.534217461099
crRNA1671:2324-2346,129.156606031218,133.831654342391,123.890043789911,138.749415565144,107.00997715916,116.709236271714
crRNA1672:2325-2347,208.432040077966,192.743195966793,167.315419963695,338.258379122867,116.182260915659,186.93259029961
crRNA1673:2326-2348,84.6198453307982,67.2359985930674,81.7418845624157,92.4996103767626,51.9762746201634,79.1249059469248
crRNA1674:2327-2349,63.2422001945965,39.0609134683535,30.6532067109059,38.9949337862823,25.9881373100817,45.4968209194818
crRNA1675:2328-2350,81.947639688773,71.0780556555284,43.4253761737834,64.3869836936289,44.3327048230806,47.4749435681549
crRNA1688:2341-2363,66.8051410506301,59.5518844681455,47.2570270126466,51.6909587399556,22.9307093912486,52.4202501898377
crRNA1689:2342-2364,93.5271974708822,82.6042268429114,86.8507523475667,81.617303273614,73.3782700519954,84.0702125686076
crRNA1690:2343-2365,47.2089663424453,62.753598686863,39.5937253349201,47.1566641136437,35.1604210665811,54.3983728385108
crRNA1691:2344-2366,120.249253891134,93.4900551865509,103.454572649307,115.171083508322,59.6198444172463,95.9389484606463
crRNA1692:2345-2367,191.508071011806,168.41016790454,132.830562413926,177.744349351426,165.10110761699,185.943528975273
crRNA1693:2346-2368,312.648060116949,266.382622997296,195.414192782025,186.81293860405,275.168512694983,246.276269759803
crRNA1694:2347-2369,497.030249416688,389.968791839791,421.481592274956,403.552221741758,366.891350259977,446.066657275789
crRNA1695:2348-2370,436.460254864117,456.564447589115,393.382819456626,386.321902161773,426.511194677223,517.279072628021
crRNA1696:2349-2371,484.559956420571,513.554960682287,545.371636064867,466.125487584862,455.556759906138,538.049360439089
crRNA1697:2350-2372,471.198928210445,510.353246463569,633.499605358722,524.164458801655,559.509309146465,502.443152762972
crRNA1698:2351-2373,424.880697082008,382.284677714869,466.184185395027,418.968823471219,385.235917772976,431.23073741074
crRNA1699:2352-2374,436.460254864117,468.730961620242,398.491687241777,309.238893514471,649.703432752043,700.255417630284
crRNA1700:2353-2375,467.635987354411,406.617705777122,362.72961274572,348.233827300753,531.992457876967,465.84788376252
crRNA1701:2354-2376,532.659657977024,498.186732432443,515.995646300249,580.389712167922,510.590462445135,564.754016196176
crRNA1702:2355-2377,697.445672568579,634.579758149808,515.995646300249,846.099377269799,958.50365255419,796.194366090931
crRNA1703:2356-2378,754.452726265116,688.368557024262,697.360452673109,646.590413712076,814.804540369033,759.599097090478
crRNA1704:2357-2379,1165.08165992299,843.331525210189,927.259503004903,947.667576899185,947.802654838274,1026.64565466135
crRNA1705:2358-2380,536.222598833058,644.184900805961,615.618568110693,593.085737121595,813.275826409616,680.474191143553
crRNA1706:2359-2381,386.579082879646,378.442620652408,372.947348316022,464.311769734338,567.152878943548,376.832364572229
crRNA1707:2360-2382,540.6762749031,527.642503244644,572.19319193691,391.763055713347,690.97870965629,542.994667060771
crRNA1708:2361-2383,865.794628016167,713.982270774002,881.279692938544,720.045986658328,802.5748286937,803.117795361287
crRNA1709:2362-2384,490.795102918629,477.055418588907,481.51078875048,561.345674737412,602.313300010129,521.235317925367
crRNA1710:2363-2385,571.852007393394,608.325701556324,625.836303680995,478.821512538536,713.909419047539,836.74588038873
crRNA1711:2364-2386,697.445672568579,615.369472837503,592.628663077514,673.796181469947,704.737135291039,609.261775791321
crRNA1712:2365-2387,607.48141595373,549.414159931923,551.757720796306,513.282151698506,597.727158131879,490.574416870934
crRNA1713:2366-2388,533.550393191033,559.019302588075,417.649941436093,399.924786040709,544.222169552299,634.977370224071
crRNA1714:2367-2389,506.828336770781,572.466502306689,487.896873481919,565.879969363724,660.404430467959,629.043002278052
crRNA1715:2368-2390,559.381714397276,514.19530352603,576.024842775773,477.007794688011,557.980595187049,580.578997385561
crRNA1716:2369-2391,626.186855447907,596.159187525198,563.252673312896,512.375292773244,671.105428183875,576.622752088214
crRNA1717:2370-2392,907.659183074561,594.878501837711,475.124704019041,488.796960716422,614.543011685462,579.589936061224
crRNA1718:2371-2393,684.975379572461,658.272443368317,767.607384718935,584.017147868972,703.208421331623,516.290011303684
crRNA1719:2372-2394,634.203472373982,703.096442430362,910.655682703163,1009.33398381703,915.699661690526,601.349285196628
crRNA1720:2373-2395,662.706999222251,668.517928868213,914.487333542026,741.810600864625,652.760860670876,802.12873403695
crRNA1721:2374-2396,645.783030156091,571.826159462945,519.827297139112,600.340608523694,637.47372107671,631.021124926725
crRNA1722:2375-2397,792.754340467478,902.243066834591,687.142717102807,689.212783199407,816.333254328449,806.084979334296
crRNA1723:2376-2398,729.512140272881,730.631184711333,857.012570959077,623.918940580516,642.05986295496,723.992889414362
crRNA1724:2377-2399,644.892294942083,790.823412023222,661.598378177052,697.374513526769,836.206535800865,828.833389794037
crRNA1725:2378-2400,880.046391440301,916.970952240691,775.270686396662,780.805534650908,941.687799000608,956.422300633454
crRNA1726:2379-2401,420.427021011966,522.519760494696,572.19319193691,387.228761087036,591.612302294213,494.53066216828
crRNA1727:2380-2402,911.222123930595,876.629353084851,954.081058876946,993.917382087567,778.115405343035,578.600874736888
crRNA1728:2381-2403,677.849497860394,624.334272649912,954.081058876946,756.320343668824,533.521171836383,457.935393167827
crRNA1729:2382-2404,1002.96785097346,667.237243180726,583.6881444535,781.71239357617,739.897556357621,615.19614373734
crRNA1730:2383-2405,726.839934630856,678.123071524366,979.625397802701,866.050273625571,703.208421331623,569.699322817859
crRNA1731:2384-2406,733.075081128915,696.052671149184,789.320072805827,768.109509697234,929.458087325275,802.12873403695
crRNA1732:2386-2408,678.740233074402,676.202042993135,790.597289752115,691.026501049932,687.921281737457,671.572639224524
crRNA1733:2387-2409,834.618895525873,703.096442430362,1026.88242481535,1290.46025064836,490.717180972719,546.950912358118
crRNA1734:2388-2410,805.224633463595,1080.25837739528,1261.89034293229,1262.34762396523,721.552988844622,739.817870603747
crRNA1735:2389-2411,925.47388735473,974.601808177606,890.220211562559,957.643025077071,804.103542653117,849.603677605105
crRNA1736:2390-2412,857.778011090091,743.438041586203,751.003564417194,811.638738109829,736.840128438787,808.06310198297
crRNA1737:2391-2413,725.058464202839,686.447528493031,729.290876330303,686.49220642362,817.861968287866,688.386681738246
crRNA1738:2392-2414,989.606822763334,932.979523334279,1051.14954679481,1095.48558171695,1010.47992717435,849.603677605105
crRNA1739:2393-2415,665.379204864276,627.535986868629,596.460313916377,763.575215070922,758.242123870619,626.075818305043
crRNA1740:2394-2416,586.103770817528,544.931760025718,656.489510391901,584.017147868972,674.162856102708,619.152389034687
crRNA1741:2395-2417,871.139039300217,728.710156180102,836.577099818473,739.996883014101,882.067954583362,739.817870603747
crRNA1742:2396-2418,586.994506031537,745.359070117433,788.042855859539,837.030788017175,639.002435036127,660.692964656822
crRNA1743:2397-2419,586.103770817528,617.930844212477,581.133710560924,545.929073007952,521.291460161051,433.208860059413
crRNA1744:2398-2420,469.417457782428,474.494047213933,415.095507543517,389.04247893756,405.109199245391,414.416694897019
crRNA1745:2399-2421,333.134970039142,303.522507934419,330.799189088526,271.150818653451,328.673501274563,276.937170814237
crRNA1746:2400-2422,316.211000972983,263.180908778578,302.700416270196,358.209275478639,288.926938329732,327.379298355401
crRNA1747:2402-2424,390.14202373568,455.924104745372,371.670131369734,448.895168004877,388.293345691809,434.19792138375
crRNA1748:2403-2425,423.099226653991,360.51302102759,393.382819456626,372.719018282837,374.53492005706,345.182402193459
crRNA1749:2404-2426,277.018651556613,265.101937309809,171.147070802558,290.194856083961,207.905098480654,225.505981948736
crRNA1750:2405-2427,422.208491439982,354.749935433899,314.195368786785,280.219407906075,389.822059651226,431.23073741074
crRNA1751:2407-2429,558.490979183268,407.258048620866,518.550080192825,427.13055379858,496.832036810386,373.86518059922
crRNA1752:2408-2430,337.588646109184,318.890736184263,260.5522570427,308.332034589209,258.352659141401,327.379298355401
crRNA1753:2409-2431,244.95218385231,267.663308684783,240.116785902096,304.704598888159,223.192238074819,328.368359679738
crRNA1754:2410-2432,193.289541439823,138.314054248596,157.097684393393,150.538581593555,171.215963454656,180.99822235359
crRNA1755:2411-2433,102.434549610966,110.779311967625,127.721694628775,105.195635330436,84.0792677679114,130.556094812426
crRNA1758:2434-2456,44.5367607004201,39.0609134683535,31.9304236571936,26.298908832609,18.3445675129989,36.5952690004527
crRNA1759:2435-2457,146.080575097378,119.103768936291,117.503959058473,100.661340704124,102.42383528091,118.687358920387
crRNA1760:2436-2458,171.021161089613,192.743195966793,158.37490133968,171.39633687459,157.457537819907,206.713816786341
crRNA1761:2437-2459,399.049375875764,524.440789025926,496.837392105933,374.532736133362,515.176604323385,533.104053817406
crRNA1762:2438-2460,432.006578794075,366.276106621282,385.719517778899,440.733437677516,473.901327419137,535.082176466079
crRNA1763:2439-2461,470.308192996436,373.960220746204,378.056216101173,340.978955898654,398.994343407725,409.471388275336
crRNA1764:2440-2462,599.464799027654,728.710156180102,521.1045140854,581.296571093185,544.222169552299,659.703903332486
crRNA1765:2441-2463,503.265395914747,589.11541624402,427.867677006395,456.150039406976,541.164741633466,785.314691523229
crRNA1766:2442-2464,641.329354086049,588.475073400276,431.699327845258,784.432970351957,639.002435036127,574.644629439541
crRNA1767:2443-2465,508.609807198797,546.852788556949,486.619656535631,638.428683384714,559.509309146465,617.174266386013
crRNA1768:2444-2466,427.552902724033,480.257132807625,361.452395799432,477.007794688011,473.901327419137,441.121350654106
crRNA1769:2445-2467,576.305683463436,551.975531306897,650.103425660463,512.375292773244,567.152878943548,655.747658035139
crRNA1770:2446-2468,657.362587938201,632.658729618577,528.767815763127,626.639517356303,602.313300010129,679.485129819217
crRNA1771:2447-2469,409.738198443865,480.257132807625,457.243666771013,395.390491414397,435.683478433723,523.21344057404
crRNA1772:2448-2470,491.685838132638,520.598731963465,581.133710560924,457.963757257501,629.830151279627,518.268133952357
crRNA1773:2449-2471,822.148602529755,687.728214180518,697.360452673109,776.271240024596,827.034252044365,787.292814171902
crRNA1774:2450-2472,877.374185798276,834.36672539778,813.587194785294,735.462588387789,802.5748286937,817.953715226335
crRNA1775:2451-2473,656.471852724192,521.879417650952,706.300971297123,622.105222729992,557.980595187049,471.782251708539
crRNA1776:2452-2474,682.303173930436,712.061242242771,689.697150995383,833.403352316126,634.416293157877,589.48054930459
crRNA1777:2453-2475,588.775976459554,715.262956461489,687.142717102807,652.938426188912,506.004320566885,569.699322817859
crRNA1778:2454-2476,539.785539689091,551.975531306897,627.113520627283,394.483632489135,476.95875533797,385.733916491258
crRNA1779:2455-2477,523.75230583694,462.96787602655,533.876683548278,386.321902161773,521.291460161051,409.471388275336
crRNA1780:2456-2478,481.887750778545,439.275190808041,453.41201593215,386.321902161773,382.178489854143,443.099473302779
crRNA1781:2457-2479,452.493488716268,446.959304932963,503.223476837372,484.26266609011,475.430041378554,503.432214087309
crRNA1782:2458-2480,785.62845875541,630.737701087347,531.322249655702,706.443102779393,565.624164984131,635.966431548408
crRNA1783:2459-2481,344.714527821252,304.162850778162,286.096595968455,324.655495243931,345.489354828145,365.952690004527
crRNA1784:2461-2483,274.346445914588,315.048679121802,302.700416270196,282.939984681862,363.833922341144,307.59807186867
crRNA1785:2462-2484,305.522178404882,290.715651059549,297.591548485045,266.616524027139,204.847670561821,243.309085786794
crRNA1786:2463-2485,273.455710700579,261.900223091091,274.601643451865,319.214341692357,191.089244927071,284.849661408929
crRNA1787:2464-2486,312.648060116949,257.417823184887,337.185273819965,351.861263001803,236.950663709569,357.051138085498
crRNA1788:2465-2487,171.021161089613,169.690853592027,163.483769124831,149.631722668292,93.2515515244109,197.812264867312
crRNA1789:2466-2488,140.736163813327,110.138969123882,84.2963184549912,117.891660284109,82.5505538084949,126.59984951508
crRNA1792:2469-2491,65.0236706226133,81.3235411554244,38.3165083886324,93.406469302025,36.6891350259977,50.4421275411646
crRNA1797:2474-2496,45.4274959144285,63.3939415306064,21.7126880868917,58.9458301420546,42.803990863664,65.278047406213
crRNA1799:2476-2498,169.239690661596,172.892567810745,134.107779360213,243.038191970317,91.7228375649943,209.681000759351
crRNA1800:2477-2499,207.541304863958,226.041023841455,166.038203017407,299.263445336585,122.297116753326,185.943528975273
crRNA1801:2478-2500,72.1495523346805,73.6394270305024,61.3064134218118,60.7595479925793,55.0337025389966,67.2561700548861
crRNA1802:2479-2501,153.206456809445,143.436796998544,99.6229218104442,136.028838789357,90.1941236055777,117.698297596051
crRNA1804:2481-2503,68.5866114786469,72.9990841867589,58.7519795292363,58.0389712167922,51.9762746201634,70.2233540278958
crRNA1805:2482-2504,85.5105805448066,92.8497123428074,48.5342439589343,60.7595479925793,41.2752769042474,71.2124153522323
crRNA1806:2483-2505,163.004544163538,111.419654811369,66.4152812069628,130.587685237782,85.607981727328,144.402953353138
crRNA1807:2484-2506,75.7124931907142,67.8763414368109,47.2570270126466,79.8035854230893,18.3445675129989,63.2999247575398
crRNA1808:2485-2507,208.432040077966,213.234166966585,167.315419963695,276.591972205025,132.998114469242,190.888835596956
crRNA1809:2486-2508,237.826302140243,238.207537872582,231.176267278082,223.994154539807,200.261528683571,269.024680219544
crRNA1810:2487-2509,305.522178404882,240.768909247556,296.314331538757,214.925565287184,258.352659141401,310.56525584168
crRNA1811:2488-2510,345.60526303526,380.363649183639,378.056216101173,358.209275478639,411.224055083058,413.427633572682
crRNA1812:2489-2511,407.06599280184,357.311306808873,372.947348316022,311.052611364996,317.972503558647,418.372940194365
crRNA1813:2490-2512,735.74728677094,639.702500899756,542.817202172292,510.561574922719,579.382590618881,686.408559089573
crRNA1814:2491-2513,702.790083852629,689.008899868005,579.856493614637,640.242401235239,619.129153563711,734.872563982064
crRNA1815:2492-2514,877.374185798276,802.349583210605,768.884601665223,691.933359975195,882.067954583362,822.899021848018
crRNA1816:2493-2515,715.260376848747,867.024210428698,1030.71407565421,729.114575910952,969.204650270106,900.04580514627
crRNA1817:2494-2516,641.329354086049,828.603639804088,697.360452673109,798.942713156155,790.345117018367,786.303752847565
crRNA1818:2495-2517,767.813754475242,746.63975580492,610.509700325542,680.144193946784,732.253986560538,825.866205821028
crRNA1819:2496-2518,653.799647082167,653.790043462113,629.667954519859,438.919719826991,606.899441888379,722.014766765689
crRNA1820:2497-2519,472.980398638461,575.027873681663,550.480503850018,406.272798517545,389.822059651226,628.053940953716
crRNA1821:2498-2520,741.982433268999,561.580673963049,767.607384718935,864.236555775047,729.196558641705,644.867983467437
crRNA1822:2499-2521,909.440653502578,608.325701556324,642.440123982736,607.595479925793,865.252101029779,657.725780683812
crRNA1823:2500-2522,937.944180350847,859.340096303776,880.002475992257,837.030788017175,973.790792148356,858.505229524134
crRNA1824:2501-2523,499.702455058713,436.713819433067,416.372724489805,418.061964545956,369.94877817881,528.158747195723
crRNA1825:2502-2524,481.887750778545,434.152448058093,406.154988919503,366.371005806001,447.913190109055,497.49784614129
crRNA1826:2503-2525,425.771432296016,332.337935902876,306.532067109059,349.140686226016,331.730929193396,350.127708815142
crRNA1827:2504-2526,584.322300389512,521.239074807209,647.548991767887,509.654715997457,504.475606607469,607.283653142648
crRNA1828:2505-2527,390.14202373568,387.407420464817,399.768904188064,492.424396417471,288.926938329732,332.324604977084
crRNA1829:2506-2528,374.108789883529,376.521592121178,333.353622981102,411.71395206912,278.225940613816,307.59807186867
crRNA1830:2507-2529,448.930547860235,399.573934495944,444.471497308135,596.713172822645,342.431926909312,456.946331843491
crRNA1831:2508-2530,538.894804475083,407.258048620866,376.778999154885,414.434528844907,379.12106193531,400.569836356307
crRNA1832:2509-2531,273.455710700579,249.733709059965,280.987728183304,267.523382952402,224.720952034236,189.89977427262
crRNA1833:2510-2532,272.564975486571,222.839309622738,236.285135063233,223.087295614545,210.962526399487,239.352840489448
crRNA1834:2511-2533,260.985417704462,290.075308215805,233.730701170657,308.332034589209,163.572393657573,317.488685112036
crRNA1835:2512-2534,493.467308560655,577.589245056637,397.214470295489,532.326189129016,493.774608891553,370.89799662621
crRNA1836:2513-2535,419.536285797957,370.118163683743,321.858670464512,373.6258772081,252.237803303734,494.53066216828
crRNA1837:2514-2536,196.852482295857,171.611882123258,120.058392951048,230.342167016644,97.8376934026606,202.757571488995
crRNA1838:2515-2537,48.9904367704621,38.42057062461,25.5443389257549,60.7595479925793,15.2871395941657,38.5733916491258
crRNA1839:2536-2558,508.609807198797,403.415991558405,449.580365093286,358.209275478639,455.556759906138,535.082176466079
crRNA1840:2537-2559,529.987452334999,473.85370437019,542.817202172292,347.326968375491,590.083588334797,621.13051168336
crRNA1841:2538-2560,554.037303113226,562.221016806793,573.470408883198,522.35074095113,590.083588334797,656.736719359476
crRNA1842:2539-2561,539.785539689091,471.932675838959,620.727435895844,520.537023100605,561.038023105882,534.093115141742
crRNA1843:2540-2562,519.298629766898,624.974615493656,564.529890259184,383.601325385986,597.727158131879,595.414917250609
crRNA1844:2541-2563,596.792593385629,665.316214649496,702.46932045826,625.732658431041,700.15099341279,632.010186251062
crRNA1845:2542-2564,547.802156615167,491.142961151264,421.481592274956,597.620031747907,548.808311430549,487.607232897924
crRNA1846:2543-2565,524.643041050949,363.714735246308,397.214470295489,385.415043236511,388.293345691809,492.552539519607
crRNA1847:2544-2566,696.55493735457,463.608218870294,436.808195630409,451.615744780664,660.404430467959,1076.09872087818
crRNA1848:2545-2567,627.968325875923,618.571187056221,819.973279516733,718.232268807804,744.48369823587,711.135092197987
crRNA1849:2546-2568,776.721106615326,765.209698273482,796.983374483553,808.011302408779,703.208421331623,739.817870603747
crRNA1850:2547-2569,616.388768093814,698.614042524158,1001.33808588959,708.256820629917,730.725272601121,716.080398819669
crRNA1851:2548-2570,653.799647082167,671.719643086931,567.084324151759,613.94349240263,690.97870965629,636.955492872745
crRNA1852:2549-2571,520.189364980907,445.038276401732,459.798100663588,434.385425200679,489.188467013303,457.935393167827
crRNA1853:2550-2572,455.165694358293,395.731877433483,289.928246807318,644.776695861551,487.659753053886,385.733916491258
crRNA1854:2551-2573,381.234671595596,363.714735246308,347.403009390267,311.959470290258,324.087359396313,385.733916491258
crRNA1855:2553-2575,402.612316731798,318.250393340519,279.710511237016,399.017927115446,334.788357112229,413.427633572682
crRNA1856:2554-2576,334.025705253151,363.714735246308,351.23466022913,471.566641136437,362.305208381727,399.58077503197
crRNA1857:2555-2577,513.954218482848,459.766161807833,653.935076499326,593.992596046858,518.234032242218,531.125931168733
crRNA1858:2556-2578,531.768922763016,478.976447120138,453.41201593215,360.929852254427,428.03990863664,534.093115141742
crRNA1859:2557-2579,317.992471400999,378.442620652408,344.848575497691,309.238893514471,288.926938329732,403.537020329316
crRNA1860:2558-2580,530.878187549008,600.641587431403,485.342439589343,613.94349240263,541.164741633466,751.686606495786
crRNA1861:2559-2581,374.108789883529,308.645250684367,328.244755195951,257.547934774515,275.168512694983,334.302727625757
crRNA1862:2560-2582,405.284522373823,437.994505120554,349.957443282842,377.253312909149,397.465629448309,398.591713707634
crRNA1863:2561-2583,196.852482295857,185.059081841871,139.216647145364,172.303195799852,129.940686550409,182.976345002264
crRNA1864:2562-2584,183.491454085731,186.980110373102,139.216647145364,260.268511550303,134.526828428658,185.943528975273
crRNA1865:2563-2585,333.134970039142,252.295080434939,157.097684393393,235.783320568218,256.823945181984,299.685581273978
crRNA1866:2564-2586,394.595699805722,347.70616415272,296.314331538757,434.385425200679,366.891350259977,394.635468410287
crRNA1867:2565-2587,549.583627043184,598.720558900172,563.252673312896,493.331255342734,580.911304578297,659.703903332486
crRNA1868:2566-2588,488.122897276604,529.563531775874,521.1045140854,470.659782211174,637.47372107671,759.599097090478
crRNA1869:2567-2589,190.617335797798,231.804109435147,208.186362244903,184.999220753525,183.445675129989,199.790387515985
crRNA1870:2568-2590,267.220564202521,372.679535058717,233.730701170657,257.547934774515,310.328933761564,370.89799662621
crRNA1871:2569-2591,482.778485992554,447.599647776706,458.520883717301,406.272798517545,417.338910920724,407.493265626663
crRNA1872:2570-2592,442.695401362176,357.951649652616,318.027019625649,388.135620012298,400.523057367142,350.127708815142
crRNA1873:2571-2593,538.004069261075,718.464670680206,602.846398647816,407.179657442808,536.578599755217,619.152389034687
crRNA1874:2573-2595,685.866114786469,735.753927461281,703.746537404548,736.369447313051,825.505538084949,786.303752847565
crRNA1875:2574-2596,732.184345914906,659.553129055804,710.132622135987,657.472720815224,785.758975140118,783.336568874555
crRNA1876:2575-2597,760.687872763175,667.237243180726,804.64667616128,652.938426188912,868.309528948613,750.697545171449
crRNA1877:2576-2598,843.526247665956,737.674955992511,592.628663077514,669.261886843635,869.838242908029,705.200724251967
crRNA1878:2577-2599,366.982908171462,489.221932620034,324.413104357087,390.856196788085,406.637913204808,511.344704682002
crRNA1879:2578-2600,485.450691634579,486.020218401316,367.838480530871,473.380358986961,559.509309146465,411.449510924009
crRNA1880:2579-2601,692.101261284528,712.701585086515,647.548991767887,700.095090302556,658.875716508542,724.981950738699
crRNA1881:2580-2602,622.623914591873,701.175413899132,768.884601665223,622.105222729992,765.885693667702,811.030285955979
crRNA1882:2581-2603,480.106280350529,535.966960213309,422.758809221244,495.144973193259,567.152878943548,535.082176466079
crRNA1883:2582-2604,623.514649805881,713.982270774002,759.944083041209,657.472720815224,666.519286305625,730.916318684718
crRNA1884:2583-2605,574.524213035419,614.72912999376,648.826208714175,510.561574922719,545.750883511716,682.452313792226
crRNA1885:2584-2606,569.179801751369,747.280098648664,623.28186978842,717.325409882541,668.048000265042,765.533465036497
crRNA1886:2585-2607,653.799647082167,644.184900805961,495.560175159645,463.404910809075,538.107313714633,705.200724251967
crRNA1887:2586-2608,647.564500584108,614.72912999376,509.609561568811,629.360094132091,664.990572346209,527.169685871386
crRNA1888:2587-2609,505.937601556772,543.010731494488,370.392914423446,516.002728474293,469.315185540887,493.541600843943
crRNA1889:2588-2610,326.009088327075,350.267535527694,312.918151840498,479.728371463798,428.03990863664,441.121350654106
crRNA1890:2589-2611,439.132460506142,473.213361526446,533.876683548278,419.875682396481,466.257757622054,435.186982708086
crRNA1891:2590-2612,429.33437315205,387.407420464817,247.780087579823,365.464146880738,368.420064219394,446.066657275789
crRNA1892:2591-2613,334.916440467159,379.082963496152,282.264945129592,355.488698702852,308.800219802147,366.941751328864
crRNA1893:2592-2614,71.2588171206721,85.8059410616289,62.5836303680995,74.362431871515,48.9188467013303,73.1905380009054
crRNA1894:2593-2615,63.2422001945965,81.3235411554244,37.0392914423446,77.0830086473022,38.2178489854143,72.2014766765689
crRNA1895:2594-2616,171.021161089613,150.480568279722,85.573535401279,114.26422458306,172.744677414073,225.505981948736
crRNA1898:2597-2619,66.8051410506301,61.4729129993759,47.2570270126466,77.0830086473022,44.3327048230806,52.4202501898377
crRNA1913:2612-2634,58.7885241245545,41.6222848433275,22.9899050331794,37.1812159357575,15.2871395941657,43.5186982708086
crRNA1914:2613-2635,102.434549610966,102.45485499896,66.4152812069628,87.0584568251883,48.9188467013303,73.1905380009054
crRNA1915:2614-2636,208.432040077966,259.338851716117,194.136975835737,281.126266831337,165.10110761699,275.9481094899
crRNA1916:2615-2637,296.614826264798,296.47873665324,192.85975888945,299.263445336585,281.283368532649,293.751213327958
crRNA1917:2616-2638,252.078065564378,247.812680528734,204.354711406039,287.474279308174,262.93880101965,295.729335976631
crRNA1918:2617-2639,123.812194747168,111.419654811369,98.3457048641564,141.469992340931,81.0218398490783,123.63266554207
crRNA1919:2618-2640,204.869099221932,137.673711404852,163.483769124831,211.298129586134,145.227826144574,180.009161029254
crRNA1920:2619-2641,205.759834435941,196.585253029254,199.245843620888,225.807872390332,165.10110761699,230.451288570418
crRNA1922:2621-2643,56.1163184825293,68.5166842805544,22.9899050331794,56.2252533662675,18.3445675129989,67.2561700548861
crRNA1923:2622-2644,122.921459533159,93.4900551865509,58.7519795292363,129.68082631252,65.7347002549126,145.392014677474
crRNA1924:2623-2645,171.021161089613,181.857367623154,190.305324996874,250.293063372416,143.699112185158,177.041977056244
crRNA1925:2624-2646,248.515124708344,236.286509341351,213.295230030054,231.249025941906,232.364521831319,318.477746436372
crRNA1926:2625-2647,301.959237548848,324.653821777954,324.413104357087,284.753702532387,296.570508126815,314.521501139026
crRNA1927:2626-2648,345.60526303526,413.661477058301,378.056216101173,514.189010623768,411.224055083058,481.672864951905
crRNA1928:2627-2649,454.274959144285,448.880333464193,347.403009390267,408.993375293333,428.03990863664,472.771313032876
crRNA1929:2628-2650,371.436584241504,442.476905026758,358.897961906857,391.763055713347,366.891350259977,387.712039139932
crRNA1930:2629-2651,357.184820817369,407.898391464609,243.948436740959,376.346453983887,258.352659141401,401.558897680643
crRNA1931:2630-2652,468.526722568419,438.634847964297,283.54216207588,311.052611364996,531.992457876967,576.622752088214
crRNA1932:2631-2653,471.198928210445,436.073476589323,420.204375328668,516.909587399556,539.63602767405,491.56347819527
crRNA1933:2632-2654,195.961747081848,224.760338153968,164.760986071119,193.160951080887,151.342681982241,201.768510164658
crRNA1934:2633-2655,189.72660058379,188.901138904332,128.998911575062,163.234606547228,197.204100764738,179.020099704917
crRNA1935:2634-2656,243.170713424294,186.980110373102,177.533155533997,158.700311920916,122.297116753326,201.768510164658
crRNA1936:2635-2657,331.353499611125,357.951649652616,369.115697477159,329.189789870243,325.61607335573,383.755793842585
crRNA1937:2636-2658,243.170713424294,162.647082310849,190.305324996874,186.81293860405,175.802105332906,181.987283677927
crRNA1938:2637-2659,228.028214786151,242.049594935043,273.324426505578,219.459859913496,236.950663709569,249.243453732813
crRNA1939:2638-2660,375.890260311546,363.074392402564,263.106690935276,411.71395206912,287.398224370315,356.062076761162
crRNA1940:2640-2662,488.122897276604,485.379875557573,409.986639758366,281.126266831337,487.659753053886,520.246256601031
crRNA1941:2641-2663,563.835390467318,612.167758618785,449.580365093286,415.341387770169,623.715295441961,588.491487980253
crRNA1942:2642-2664,517.517159338881,667.237243180726,547.926069957443,506.934139221669,710.851991128706,663.660148629832
crRNA1943:2643-2665,762.469343191192,779.937583679582,607.955266432967,502.399844595358,860.66595915153,804.106856685623
crRNA1944:2644-2666,716.151112062755,717.183984992719,450.857582039574,618.477787028942,860.66595915153,831.800573767047
crRNA1945:2645-2667,589.666711673562,609.606387243811,527.490598816839,480.63523038906,651.232146711459,657.725780683812
crRNA1946:2646-2668,570.961272179386,459.125818964089,487.896873481919,546.835931933214,533.521171836383,432.219798735077
crRNA1947:2647-2669,549.583627043184,438.634847964297,462.352534556164,471.566641136437,334.788357112229,474.749435681549
crRNA1948:2648-2670,634.203472373982,635.220100993551,538.985551333429,521.443882025868,590.083588334797,567.721200169185
crRNA1949:2649-2671,573.633477821411,571.826159462945,450.857582039574,409.900234218595,642.05986295496,562.775893547503
crRNA1950:2650-2672,644.892294942083,797.8671833044,472.570270126466,557.718239036363,727.667844682288,844.658370983422
crRNA1951:2651-2673,738.419492412965,744.078384429946,739.508611900605,617.57092810368,817.861968287866,885.209885281221
crRNA1952:2652-2674,657.362587938201,703.096442430362,615.618568110693,691.026501049932,646.64600483321,741.79599325242
crRNA1953:2653-2675,602.13700466968,566.063073869254,438.085412576697,527.791894502704,561.038023105882,650.802351413456
crRNA1954:2654-2676,772.267430545284,738.315298836255,705.023754350836,642.962978011026,738.368842398204,783.336568874555
crRNA1955:2655-2677,564.726125681327,544.291417181975,481.51078875048,461.591192958551,652.760860670876,649.81329008912
