SC1_BIN1,SC1_BIN2,SC1_BIN3,SC1_BIN4,SC1_Input,SC2_BIN1,SC2_BIN2,SC2_BIN3,SC2_BIN4,SC2_Input,SC3_BIN1,SC3_BIN2,SC3_BIN3,SC3_BIN4,SC3_Input
crRNA004:7-33_consecDouble_08,135.500093764833,202.751914738478,222.475758440751,184.559565297205,149.56868587392,185.748639994797,228.471621607173,222.25742745723,206.881465477001,5071.96632933247,673.885135366309,4239.14072641482,190.098843739822,186.544554477456,207.484246513535
crRNA004:7-33_consecDouble_09,141.428222867045,159.428856033675,368.315817209845,109.014458258452,333.413528927281,171.180119210892,170.203691264404,235.115295161368,115.610230707736,129.612451759883,108.848960158986,144.125757055416,135.211149420578,140.547267072056,10431.3456689196
crRNA004:7-33_consecDouble_10,99.9313191515646,90.1119621059901,143.982223625538,144.396343833564,92.4417572415203,104.407732284657,110.402394333667,187.357500831715,139.188633023129,106.503254934477,64.8201672856885,98.0390324156027,117.807734148622,122.659433081067,130.80528584549
crRNA004:7-33_consecDouble_11,209.178269749461,168.959928948731,113.327943756875,87.9765803489265,126.71791442096,258.591243914326,124.202693625376,108.373456363443,102.680139115423,148.702657833044,193.237479832807,101.390794207589,200.808637753333,273.428319576545,145.840376172557
crRNA004:7-33_consecDouble_12,127.031337904531,141.233171377658,185.319055569645,131.96487052339,132.94994299904,182.106509798821,173.270424440339,203.889045022748,164.288222584677,156.740639337533,129.640334571377,154.181042431375,135.211149420578,157.157398635117,154.861430368798
crRNA004:7-33_consecDouble_13,108.400075011867,147.29839959633,154.664775700982,92.7579162374551,108.02182868672,150.541381433692,139.536359505052,139.599706502062,95.0742028846512,137.650433264372,106.40291611047,114.797841375535,145.920943434089,6523.94859699925,123.287740681956
crRNA004:7-33_consecDouble_14,210.872020921522,229.612211135456,225.726969941973,174.040626342442,158.91672874104,233.096332542491,246.872020662784,154.294412449647,186.345437653916,222.049239061505,251.942536997204,206.133350207165,168.6792557128,185.266852049528,183.428101990227
crRNA004:7-33_consecDouble_15,3409.52110935762,160.295317207771,170.456374421202,4681.88410204722,135.0272858584,118.976253068563,127.269426801311,202.0522067793,139.188633023129,123.583965631516,75.827365504013,112.284020031545,143.243494930711,131.603350076561,106.749141322181
crRNA004:7-33_consecDouble_16,141.428222867045,198.419608867997,223.869134798418,192.20970271885,168.26477160816,137.186904048445,207.004489375626,242.46264813516,196.23315475392,173.821350034572,156.546819105059,189.374541247233,190.098843739822,282.37223657204,171.400029728573
crRNA004:7-33_consecDouble_17,99.0844435655344,103.975340891527,107.289979540321,116.664595680098,102.82847153832,120.190296467222,121.135960449441,157.968088936544,155.161099107751,94.4462826777441,57.4820351401389,97.2010919676061,116.469009896933,127.770242792778,109.756159387595
crRNA004:7-33_consecDouble_18,174.456370722223,233.944517005936,189.034725856755,229.504122649373,193.192885920481,196.675030582727,180.937257380177,227.767942187575,219.050963446236,159.754882401716,127.194290522861,190.212481695229,259.712504827644,224.87562731529,181.92459295752
crRNA004:7-33_consecDouble_19,74.5250515706583,74.5156609722611,90.1050044624337,104.233122369924,57.1269286324002,87.4111247034341,142.603092680987,168.989118397233,159.724660846214,109.517497998661,67.2662113342051,94.6872706236163,105.759215883422,127.770242792778,118.777213583835
crRNA004:7-33_consecDouble_20,66.9031712963865,109.174107936103,164.418410204647,104.233122369924,102.82847153832,131.116687055151,144.136459268955,157.968088936544,234.262835907781,110.522245686722,77.0503875282713,117.311662719525,139.227322175644,153.324291351334,105.245632289474
crRNA004:7-33_consecDouble_21,163.44698810383,129.102714940313,223.869134798418,174.996893520147,176.574143045601,135.972860649786,202.404389611724,229.604780431023,240.347584892398,146.693162456922,108.848960158986,139.936054815433,208.840983263466,155.879696207189,159.371957466918
crRNA004:7-33_consecDouble_22,114.328204114078,133.435020810793,137.015341837206,146.308878188976,120.48588584288,149.327338035033,194.737556671886,198.378530292404,104.201326361578,159.754882401716,100.287805989178,140.773995263429,143.243494930711,182.711447193673,46441.8905112796
crRNA004:7-33_consecDouble_23,132.112591420713,101.375957369239,100.787556537877,64.0699009062834,86.2097286634403,233.096332542491,104.268927981797,77.1472062248237,66.1716452077172,87.4130488613163,125.971268498602,59.4937718077589,56.2264185709332,79.2175505315224,151.854412303384
crRNA004:7-33_consecDouble_24,101.625070323625,58.052898664436,57.5928894502154,48.7696260629919,44.6628714762401,210.029507967974,73.601596222445,78.9840444682719,43.3538365154009,76.3608242926442,107.625938134728,45.2487841918166,40.1617275506666,58.7743116846779,82.6929967988727
crRNA004:7-33_consecDouble_25,235.431412916398,79.7144280168374,75.242323313991,88.9328475266322,98.6737858196003,360.570889401666,79.7350625743154,90.005073928961,62.3686770923312,148.702657833044,847.554262810984,87.9837470396434,84.3396278563999,103.49389666215,177.4140658594
crRNA004:7-33_consecDouble_26,496.269093413702,213.14944882763,159.773822345759,144.396343833564,658.517686417122,581.526787957568,150.269925620825,156.131250693096,187.106031276994,203.963780676405,406.043312053747,161.722506463345,149.937116189155,153.324291351334,204.477228448122
crRNA004:7-33_consecTriple_01,2786.22067803939,9472.15355521812,101.252015323766,71.7200383279292,584.772014909842,329.005761036537,59.8012969307365,58.7788237903419,66.1716452077172,120.569722567333,245.827426875913,85.4699256956536,57.5651428226221,79.2175505315224,126.294758747369
crRNA004:7-33_consecTriple_02,110.093826183927,146.431938422234,171.849750778868,127.183534634861,168.26477160816,138.400947447104,142.603092680987,225.931103944127,244.911146630861,141.669424016616,125.971268498602,1215.85159004307,153.953288944222,192.933066617095,207.484246513535
crRNA004:7-33_consecTriple_03,190.547006856797,153.363627815002,204.361865791087,176.909427875559,174.496800186241,134.758817251128,133.402893153182,157.968088936544,202.317903738538,138.655180952433,89.280607770854,169.263970495314,153.953288944222,168.656720486467,141.329849074437
crRNA004:7-33_consecTriple_04,96.5438168074438,151.63070546681,212.257665151197,181.690763764087,167.22610017848,121.404339865881,168.670324676436,194.704853805507,225.135712430854,180.854583850999,110.071982183245,1326.45972917862,187.421395236444,205.710090896373,180.421083924813
crRNA004:7-33_consecTriple_05,154.978232243528,216.615293524015,250.80774437997,271.579878468425,222.275685951521,167.537989014915,207.004489375626,4423.10649022323,272.292517061641,2292.83422415545,150.431708983768,244.678610815008,261.051229079333,273.428319576545,269.128116854513
crRNA004:7-33_consecTriple_06,198.168887131069,223.546982916783,267.992719457857,300.267893799597,203.579600217281,177.250336204186,297.473118065715,290.220442464813,262.404799961637,224.058734437627,209.136766148165,222.892159167097,307.906577888444,274.706022004473,228.53337297143
crRNA004:7-33_consecTriple_07,162.6001125178,185.422691256557,298.182540540631,205.59744320673,154.76204302232,191.818856988091,205.471122787659,314.099339629639,361.281970961675,209.992266804771,123.525224450086,240.488908575025,290.503162616488,313.037094842306,221.015827807896
crRNA004:7-33_consecTriple_08,49.9656595757823,78.8479668427414,96.6074274648774,75.5451070387521,82.0550429447202,71.6285605208696,118.069227273505,95.5155886593056,86.7076730308019,76.3608242926442,47.6978589460727,906.651564732326,56.2264185709332,106.049301518006,75.1754516353388
crRNA004:7-33_consecTriple_09,110.940701769957,121.304564373448,155.12923448687,141.527542300447,120.48588584288,101.97964548734,134.936259741149,192.868015562059,187.106031276994,151.716900897227,86.8345637223375,98.8769728635993,124.501355407066,199.321578756734,103.742123256768
crRNA004:7-33_consecTriple_10,122.79695997438,133.435020810793,160.238281131648,152.04648125521,119.4472144132,93.4813416967281,315.873517121326,233.278456917919,173.415346061604,140.664676328555,95.3957178921454,119.825484063514,187.421395236444,154.601993779262,148.847394237971
crRNA004:7-33_consecTriple_11,73.6781759846281,115.239336154776,130.977377620651,91.8016490597494,93.4804286712003,99.5515586900221,119.602593861473,150.620735962751,141.470413892361,115.545984127027,78.2734095525296,103.066675103582,152.614564692533,126.49254036485,132.308794878196
crRNA004:7-33_consecTriple_12,248.134546706851,305.860794455909,412.903860655173,326.087107597651,309.524086044641,240.380592934444,429.342644630929,393.083384097911,509.59772746173,270.277128088438,247.050448900171,318.41737023871,223.566950032044,378.199918666623,267.624607821806
crRNA004:7-33_consecTriple_13,624.147306904264,32.9255246156502,19.9717277932198,28.6880153311717,4.15468571872001,42.4915189530582,33.7340649352873,75.3103679813755,44.8750237615554,25.1186922015277,17.1223083396158,12.5691067199491,34.8068305439111,35.7756679819779,66.1543974390982
crRNA004:7-33_consecTriple_14,75.3719271566886,88.379039757798,136.550883051317,148.221412544387,102.82847153832,63.1302567302579,125.736060213343,189.194339075163,98.11657737696,121.574470255394,67.2662113342051,80.442283007674,132.5337009172,145.658076783767,100.735105191354
crRNA004:7-33_consecTriple_15,154.978232243528,161.161778381867,166.276245348202,189.340901185733,105.94448582736,123.832426663198,154.870025384728,244.299486378608,174.175939684681,158.750134713655,94.1726958678871,104.742555999576,145.920943434089,176.322935054034,147.343885205264
crRNA004:7-33_consecTriple_16,85.5344341890511,92.7113456282783,121.688201902874,109.970725436158,87.2484000931203,129.902643656492,121.135960449441,148.783897719303,177.21831417699,110.522245686722,55.0359910916223,93.8493301756197,108.4366643868,137.9918622162,112.763177453008
crRNA004:7-33_consecTriple_17,218.493901195794,177.624540689692,254.98787345297,382.506871082289,183.844843053361,193.03290038675,200.871023023756,264.504707056538,256.32005097702,233.101463630177,181.007259590225,199.429826623192,242.309089555688,247.87427101799,163.882484565039
crRNA004:7-33_consecTriple_18,92.3094388772927,112.639952632488,159.30936355987,112.839526969275,87.2484000931203,84.9830379061165,144.136459268955,161.64176542344,192.430186638534,105.498507246416,79.4964315767878,138.26017391944,172.695428467866,146.935779211695,73.6719426026321
crRNA004:7-33_consecTriple_19,60.1281666081448,88.379039757798,110.541191041542,146.308878188976,87.2484000931203,80.1268643114812,101.202194805862,213.073236239989,132.343290415434,113.536488750905,316.762704282893,91.3355088316299,131.194976665511,123.937135508995,90.2105419624066
crRNA004:7-33_consecTriple_20,65.209420124326,90.1119621059901,125.868330975874,103.276855192218,60.2429429214402,77.6987775141636,320.473616885229,128.578677041373,145.273382007747,98.4652734299885,42.8057708490396,72.9008189757046,104.420491631733,126.49254036485,123.287740681956
crRNA004:7-33_consecTriple_21,89.7688121192021,127.369792592121,137.944259408984,182.647030941793,77.9003572260002,89.8392115007517,194.737556671886,181.84698610137,174.936533307758,111.526993374783,91.7266518193706,174.291613183294,127.178803910444,111.160111229717,111.259668420301
crRNA004:7-33_consecTriple_22,39.8031525434198,61.5187433608202,73.8489469563245,68.851236794812,45.7015429059201,97.1234718927045,88.935262102121,123.068162311028,92.7924220154196,1386.55180952433,51.3669250188475,65.3593549437351,69.6136610878221,79.2175505315224,90.2105419624066
crRNA004:7-33_consecTriple_23,22.0187652367854,35.5249081379384,17.6494338637757,22.9504122649373,20.7734285936001,82.5549511087988,193.204190083918,80.8208827117201,19.0148405769302,43.2041505866276,19.5683523881324,21.7864516479117,33.4681062922222,29.387155842339,73.6719426026321
crRNA004:7-33_consecTriple_24,130.418840248652,54.5870539680517,47.8392549465499,40.1632214636404,46.7402143356001,203.959290974679,50.6010974029309,33.0630883820673,46.3962110077098,68.3228427881553,117.410114328794,38.5452606078438,29.4519335371555,67.7182286801724,106.749141322181
crRNA004:7-33_consecTriple_25,376.859635783443,133.435020810793,516.478169908383,76.5013742164578,194.231557350161,456.480317895711,113.469127509603,113.883971093787,100.398358246192,208.98751911671,354.6763870349,117.311662719525,140.566046427333,117.548623369356,159.371957466918
crRNA004:7-33_FirstOrder_01,145.662600797196,5831.28370166648,68.7399003115474,66.9387024394006,97.6351143899203,274.37380809689,67.4681298705746,56.9419855468937,60.0868962230996,98.4652734299885,204.244678051132,38.5452606078438,53.5489700675555,63.8851213963891,135.31581294361
crRNA004:7-33_FirstOrder_02,237.972039674489,92.7113456282783,94.749592321322,78.4139085718693,92.4417572415203,376.35345358423,65.934763282607,71.6366914944792,57.0445217307907,116.550731815088,217.697920317973,90.4975683836333,88.3558006114665,94.5499796666558,186.43512005564
crRNA004:7-33_FirstOrder_03,197.322011545039,92.7113456282783,80.815828744657,72.6763055056349,110.09917154608,290.156372279455,124.202693625376,376.551839906878,57.0445217307907,141.669424016616,157.769841129317,108.932258239559,62.9200398293777,94.5499796666558,151.854412303384
crRNA004:7-33_FirstOrder_04,1355.84781323436,195.820225345709,188.570267070866,115.708328502392,182.806171623681,488.04544626084,145.669825856922,97.3524269027537,129.300915923126,208.98751911671,341.223144768058,189.374541247233,159.308185950978,135.436457360345,236.050918134964
crRNA004:7-33_FirstOrder_05,432.753424461437,214.015910001727,296.324705397076,163.521687387679,232.662400248321,500.185880247428,196.270923259853,134.089191771717,118.652605200045,262.239146583949,483.093699582018,196.916005279202,172.695428467866,177.600637481962,25628.8149715197
crRNA004:7-33_FirstOrder_06,192.240758028857,114.37287498068,115.65023768632,108.058191080747,170.342114467521,358.142802604348,6331.27064171824,84.4945591986165,143.752194761593,6463.5418772971,221.366986390748,121.501364959508,145.920943434089,116.270920941428,163.882484565039
crRNA004:7-33_FirstOrder_07,270.153311943636,158.562394859579,119.830366759319,111.88325979157,167.22610017848,454.052231098394,156.403391972696,130.415515284821,106.483107230809,185.878322291305,266.618801288304,126.529007647487,120.485182652,157.157398635117,156.364939401505
crRNA004:7-33_FirstOrder_08,212.565772093582,121.304564373448,134.228589121873,76.5013742164578,164.11008588944,365.427062996301,107.335661157732,78.9840444682719,66.1716452077172,157.745387025594,265.395779264046,115.635781823531,84.3396278563999,90.7168723828725,130.80528584549
crRNA004:7-33_FirstOrder_09,288.784574836301,127.369792592121,106.825520754432,125.27100027945,136.06595728808,343.574281820442,171.737057852372,130.415515284821,144.51278838467,164.778620842022,292.302263797728,182.67101766326,156.6307374476,123.937135508995,177.4140658594
crRNA004:7-33_FirstOrder_10,121.10320880232,100.509496195143,79.4224523869905,61.2010993731663,63.3589572104802,161.467772021621,105.802294569765,71.6366914944792,54.7627408615591,136.645685576311,128.417312547119,69.5490571837181,1246.35227832235,80.4952529594502,109.756159387595
crRNA004:7-33_FirstOrder_11,153.284481071468,99.6430350210468,77.1001584575464,88.9328475266322,85.1710572337603,295.01254587409,134.936259741149,73.4735297379274,97.3559837538828,99.4700211180496,195.683523881324,1734.53672735297,88.3558006114665,77.9398481035947,156.364939401505
crRNA004:7-33_FirstOrder_12,189.700131270767,146.431938422234,131.44183640654,117.620862857804,124.6405715616,256.163157117008,134.936259741149,124.905000554477,109.525481723118,119.564974879272,172.446105420417,106.418436895569,119.146458400311,94.5499796666558,154.861430368798
crRNA004:7-33_FirstOrder_13,123.64383556041,91.8448844541822,76.1712408857687,38.2506871082289,72.7070000776002,172.394162609551,75.1349628104126,73.4735297379274,74.5381750615665,110.522245686722,135.755444692668,44.41084374382,54.8876943192444,71.5513359639558,87.203523896993
crRNA004:7-33_FirstOrder_14,287.937699250271,112.639952632488,129.584001262985,74.5888398610464,102.82847153832,342.360238421783,105.802294569765,86.3313974420646,70.7352069461805,182.864079227122,615.180078201912,153.343101983379,121.823906903689,210.820900608084,6401.94146126546
crRNA004:7-33_FirstOrder_15,99.0844435655344,87.512578583702,65.4886888103255,59.2885650177548,62.3202857808002,177.250336204186,104.268927981797,130.415515284821,63.8898643384856,89.4225442374386,88.0575857465957,61.1696527037521,64.2587640810666,52.385799545039,99.2315961586473
crRNA004:7-33_FirstOrder_16,99.0844435655344,112.639952632488,122.152660688763,101.364320836807,100.75112867896,142.04307764308,144.136459268955,121.23132406758,74.5381750615665,107.508002622538,84.3885196738209,95.5252110716129,127.178803910444,199.321578756734,117.273704551129
crRNA004:7-33_FirstOrder_17,143.121974039105,142.96609372585,232.229392944417,188.384634008027,179.690157334641,179.678423001503,219.271422079367,27907.0834327083,229.699274169317,3999.90054617127,151.654731008026,191.888362591222,171.356704216177,162.268208346828,138.322831009023
crRNA004:7-33_FirstOrder_18,178.690748652374,273.801731014355,273.566224888523,291.661489200245,180.728828764321,176.036292805527,223.87152184327,293.894118951709,189.387812146225,4857.95507177545,149.208686959509,202.781588415178,215.534604521911,137.9918622162,215.001791677069
crRNA004:7-33_FirstOrder_19,183.772002168555,153.363627815002,112.399026185098,174.996893520147,139.18197157712,241.594636333102,136.469626329117,150.620735962751,81.3835176692614,188.892565355488,201.798634002615,144.963697503413,121.823906903689,97.1053845225114,163.882484565039
crRNA004:7-33_FirstOrder_20,78.7594295008094,64.1181268831084,66.4176063821032,49.7258932406976,45.7015429059201,112.906036075269,121.135960449441,64.2893385206864,57.8051153538679,78.3703196687664,61.1511012129137,51.9523077757895,57.5651428226221,58.7743116846779,105.245632289474
crRNA004:7-33_FirstOrder_21,174.456370722223,112.639952632488,119.36590797343,99.4517864813952,117.36987155384,248.878896725055,157.936758560663,124.905000554477,92.0318283923423,131.621947136005,173.669127444675,127.366948095484,105.759215883422,123.937135508995,127.798267780076
crRNA004:7-33_FirstOrder_22,156.671983415589,111.773491458392,144.911141197316,70.7637711502235,113.21518583512,235.524419339808,128.802793389279,157.968088936544,95.0742028846512,128.607704071822,158.992863153576,133.23253123146,175.372876971244,76.6621456756669,144.336867139851
crRNA004:7-33_FirstOrder_23,244.74704436273,126.503331418025,114.721320114542,85.1077788158093,157.87805731136,1081.712668205,305.139951005553,104.699779876546,83.665298538493,269.272380400377,286.187153676436,105.580496447572,111.114112890178,67.7182286801724,141.329849074437
crRNA004:7-33_FirstOrder_24,677.500468824167,78.8479668427414,378.998369285288,6252.07480784002,74.7843429369602,14245.5852398624,93.5353618660238,53.2683090599973,57.0445217307907,100.474768806111,118.633136353053,59.4937718077589,72.2911095911999,74.1067408198113,111.259668420301
crRNA004:7-33_FirstOrder_25,154.978232243528,53.7205927939557,37.1567028711067,38.2506871082289,72.7070000776002,262.233374110302,53.6678305788661,71.6366914944792,55.5233344846363,109.517497998661,122.302202425827,33.5176179198642,57.5651428226221,58.7743116846779,91.7140509951134
crRNA004:7-33_FirstOrder_26,300.640833040724,88.379039757798,67.3465239538809,91.8016490597494,116.33120012416,396.99219136143,105.802294569765,117.557647580684,78.3411431769526,159.754882401716,243.381382827397,139.098114367436,76.3072823462665,95.8276820945836,151.854412303384
crRNA004:7-33_FirstOrder_27,376.859635783443,151.63070546681,129.119542477096,113.795794146981,120.48588584288,485.617359463523,118.069227273505,75.3103679813755,76.0593623077209,5429.65650628222,328.992924525476,108.094317791562,127.178803910444,132.881052504489,177.4140658594
crRNA004:7-33_randomDouble_008,179.537624238404,55.4535151421478,66.4176063821032,60.2448321954605,94.5191001008803,271.945721299573,61.3346635187041,51.4314708165491,33.4661194153972,99.4700211180496,209.136766148165,49.4384864317996,45.5166245574221,49.8303946891835,100.735105191354
crRNA004:7-33_randomDouble_010,160.90636134574,90.9784232800862,64.5597712385479,56.4197634846376,82.0550429447202,295.01254587409,70.5348630465098,69.799853251031,84.4258921615703,101.479516494172,201.798634002615,58.6558313597623,46.855348809111,66.4405262522446,133.812303910903
crRNA004:7-33_randomDouble_016,69.4437980544771,93.5778068023744,86.389334175323,77.4576413941635,37.3921714684801,71.6285605208696,101.202194805862,134.089191771717,79.1017368000298,91.4320396135608,86.8345637223375,86.3078661436502,83.000903604711,120.104028225211,84.1965058315795
crRNA004:7-33_randomDouble_026,249.828297878911,115.239336154776,85.4604166035454,73.6325726833407,168.26477160816,331.433847833854,85.8685289261858,64.2893385206864,47.156804630787,140.664676328555,309.424572137343,581.530670909643,56.2264185709332,75.3844432477391,439.024637550379
crRNA004:7-33_randomDouble_027,363.309626406959,102.242418543335,74.7778645281022,72.6763055056349,105.94448582736,361.784932800324,67.4681298705746,73.4735297379274,80.6229240461842,134.636190200188,284.964131652178,74.5766998716978,89.6945248631554,79.2175505315224,150.350903270678
crRNA004:7-33_randomDouble_031,234.584537330368,63.2516657090123,80.3513699587682,42.0757558190518,112.17651440544,335.075978029831,62.8680301066717,42.2472795993082,60.8474898461768,165.783368530083,234.820228657589,58.6558313597623,66.9362125844443,68.9959311081002,145.840376172557
crRNA004:7-33_randomDouble_033,120.25633321629,61.5187433608202,49.6970900901052,41.1194886413461,57.1269286324002,155.397555028327,78.2016959863478,66.1261767641346,75.2987686846437,72.3418335403997,100.287805989178,46.0867246398132,52.2102458158666,68.9959311081002,79.6859787334592
crRNA004:7-33_randomDouble_043,102.471945909655,115.239336154776,195.537148859199,129.096068990273,127.75658585064,120.190296467222,153.33665879676,176.336471371026,147.555162876979,103.489011870294,91.7266518193706,129.880769439474,117.807734148622,150.768886495478,157.868448434212
crRNA004:7-33_randomDouble_047,71.9844248125677,80.5808891909335,51.0904664477717,79.370175749575,64.3976286401602,105.621775683316,111.935760921635,123.068162311028,60.8474898461768,1473.96485838564,83.1654976495627,79.6043425596774,99.0655946249776,80.4952529594502,70.6649245372185
crRNA004:7-33_randomDouble_055,135.500093764833,106.574724413815,59.9151833796595,50.6821604184033,89.3257429524803,219.741855157244,105.802294569765,602.482943851004,3186.88728069351,111.526993374783,129.640334571377,84.631985247657,62.9200398293777,71.5513359639558,96.2245780932337
crRNA004:7-33_randomDouble_063,88.9219365331719,97.0436514987586,82.2092051023235,98.4955193036894,68.5523143588802,115.334122872587,728.349129284612,139.599706502062,104.201326361578,941.448583713258,94.1726958678871,62.8455335997453,132.5337009172,127.770242792778,99.2315961586473
crRNA004:7-33_randomDouble_075,77.9125539147792,97.0436514987586,79.4224523869905,73.6325726833407,42.5855286168801,78.9128209128224,125.736060213343,102.862941633098,62.3686770923312,68.3228427881553,34.2446166792317,79.6043425596774,88.3558006114665,53.6635019729668,73.6719426026321
crRNA004:7-33_randomDouble_078,108.400075011867,59.7858210126281,40.8723731582173,40.1632214636404,69.5909857885602,161.467772021621,87.4018955141534,44.0841178427564,27.3813704307795,73.3465812284608,81.9424756253044,35.1934988158574,48.1940730607999,43.4418825495446,88.7070329296998
crRNA004:7-33_randomDouble_079,197.322011545039,96.1771903246625,103.57430925321,63.1136337285777,93.4804286712003,321.721500644584,81.268429162283,99.1892651462019,91.2712347692651,142.674171704677,218.920942342231,89.6596279356366,57.5651428226221,302.815475418884,172.903538761279
crRNA004:7-33_randomDouble_087,124.490711146441,235.677439354128,220.153464511307,228.547855471668,484.020886230881,173.608206008209,450.809776862475,290.220442464813,193.951373884688,197.935294548038,124.748246474344,167.588089599321,261.051229079333,246.596568590062,195.456174251881
crRNA004:7-33_randomDouble_096,192.240758028857,235.677439354128,225.262511156084,240.023061604136,196.308900209521,193.03290038675,276.005985834169,396.757060584808,195.472561130843,187.887817667427,147.985664935251,192.726303039219,257.035056324266,186.544554477456,198.463192317295
crRNA004:7-33_randomDouble_097,131.265715834682,129.969176114409,158.844904773981,141.527542300447,127.75658585064,128.688600257833,139.536359505052,251.646839352401,187.106031276994,135.64093788825,103.956872061953,103.066675103582,196.792464998266,186.544554477456,175.910556826693
crRNA004:7-33_randomDouble_099,209.178269749461,246.941434617377,364.135688136845,244.804397492665,282.518628872961,161.467772021621,211.604589139529,337.978236794466,301.195074738575,205.973276052527,181.007259590225,278.196228734873,253.0188835692,319.425606981945,273.638643952633
crRNA004:7-33_randomDouble_106,210.025145335492,101.375957369239,103.57430925321,75.5451070387521,90.3644143821603,339.932151624466,159.470125148631,141.43654474551,73.0169878154121,108.5127503106,225.036052463522,86.3078661436502,87.0170763597776,89.4391699549447,153.357921336091
crRNA004:7-33_randomDouble_109,844.334959272118,299.795566237236,345.092877915403,172.12809198703,200.463585928241,2360.10036699272,51849.2578055365,168.989118397233,136.906852153898,233.101463630177,402.374245980972,1835.92752156056,115.130285645244,169.934422914395,243.568463298498
crRNA004:7-33_randomDouble_119,320.118971519419,292.863876844468,360.884476635624,354.775122928823,294.982686029121,233.096332542491,17155.3053861815,321.446692603432,305.758636477038,260.229651207827,231.151162584814,304.172382622767,319.955096153644,236.37494916664,195.456174251881
crRNA004:7-33_randomDouble_120,283.70332132012,237.41036170232,327.443444051628,238.110527248725,227.469043099921,270.731677900914,269.872519482298,312.262501386191,256.32005097702,213.006509868955,227.482096512039,342.717643230611,234.276744045555,327.091821549512,275.14215298534
crRNA004:7-33_randomDouble_126,309.109588901026,2101.16834718294,426.837624231838,3083.96164810096,505.832986254161,246.450809927738,268.339152894331,315.936177873088,297.392106623189,227.07297750181,287.410175700694,290.765335454822,255.696332072577,334.758036117079,254.093026527445
crRNA004:7-33_randomDouble_132,171.068868378102,140.366710203562,122.617119474652,93.7141834151608,116.33120012416,298.654676070066,136.469626329117,143.273382988958,78.3411431769526,152.721648585288,188.345391735774,116.473722271528,116.469009896933,80.4952529594502,245.071972331205
crRNA004:7-33_randomDouble_146,137.193844936894,184.556230082461,201.110654289865,156.827817143739,156.83938588168,211.243551366632,202.404389611724,214.910074483438,180.260688669299,161.764377777838,110.071982183245,167.588089599321,145.920943434089,158.435101063045,193.952665219174
crRNA004:7-33_randomDouble_149,204.09701623328,747.755993244899,186.247973141422,133.877404878801,153.72337159264,5356.35947488265,7594.76471020354,163.478603666888,127.779728676971,755.570261421953,210.359788172423,175.967494079287,164.663082957733,145.658076783767,120.280722616542
